"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"NE","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","194","","10/01/2013","09/30/2014"
"NH","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"NJ","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","382","","10/01/2013","09/30/2014"
"NM","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","555","","10/01/2013","09/30/2014"
"NV","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","412","","10/01/2013","09/30/2014"
"NY","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","491","","10/01/2013","09/30/2014"
"OH","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","302","","10/01/2013","09/30/2014"
"OK","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","265","","10/01/2013","09/30/2014"
"OR","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","261","","10/01/2013","09/30/2014"
"PA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","319","","10/01/2013","09/30/2014"
"PR","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"RI","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","339","","10/01/2013","09/30/2014"
"SC","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","309","","10/01/2013","09/30/2014"
"SD","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"TN","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","282","","10/01/2013","09/30/2014"
"TX","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","331","","10/01/2013","09/30/2014"
"UT","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","249","","10/01/2013","09/30/2014"
"VA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","322","","10/01/2013","09/30/2014"
"VI","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"VT","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"WA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","297","","10/01/2013","09/30/2014"
"WI","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","234","","10/01/2013","09/30/2014"
"WV","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","344","","10/01/2013","09/30/2014"
"WY","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"AK","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","294","","10/01/2013","09/30/2014"
"AL","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","262","","10/01/2013","09/30/2014"
"AR","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","232","","10/01/2013","09/30/2014"
"AZ","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","282","","10/01/2013","09/30/2014"
"CA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","327","","10/01/2013","09/30/2014"
"CO","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","236","","10/01/2013","09/30/2014"
"CT","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","346","","10/01/2013","09/30/2014"
"DC","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","479","","10/01/2013","09/30/2014"
"DE","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","444","","10/01/2013","09/30/2014"
"FL","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","286","","10/01/2013","09/30/2014"
"GA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","283","","10/01/2013","09/30/2014"
"HI","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","309","","10/01/2013","09/30/2014"
"IA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","223","","10/01/2013","09/30/2014"
"ID","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","241","","10/01/2013","09/30/2014"
"IL","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","263","","10/01/2013","09/30/2014"
"IN","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","241","","10/01/2013","09/30/2014"
"KS","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","213","","10/01/2013","09/30/2014"
"KY","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","265","","10/01/2013","09/30/2014"
"LA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","263","","10/01/2013","09/30/2014"
"MA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","311","","10/01/2013","09/30/2014"
"MD","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","357","","10/01/2013","09/30/2014"
"ME","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","309","","10/01/2013","09/30/2014"
"MI","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","280","","10/01/2013","09/30/2014"
"MN","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","228","","10/01/2013","09/30/2014"
"MO","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","237","","10/01/2013","09/30/2014"
"MS","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","223","","10/01/2013","09/30/2014"
"MT","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","238","","10/01/2013","09/30/2014"
"NC","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","288","","10/01/2013","09/30/2014"
"ND","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","213","","10/01/2013","09/30/2014"
"NE","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","225","","10/01/2013","09/30/2014"
"NH","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","297","","10/01/2013","09/30/2014"
"NJ","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","333","","10/01/2013","09/30/2014"
"NM","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","361","","10/01/2013","09/30/2014"
"NV","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","338","","10/01/2013","09/30/2014"
"NY","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","366","","10/01/2013","09/30/2014"
"OH","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","260","","10/01/2013","09/30/2014"
"OK","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","233","","10/01/2013","09/30/2014"
"OR","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","242","","10/01/2013","09/30/2014"
"PA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","279","","10/01/2013","09/30/2014"
"PR","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"RI","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","329","","10/01/2013","09/30/2014"
"SC","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","262","","10/01/2013","09/30/2014"
"SD","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","191","","10/01/2013","09/30/2014"
"TN","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","246","","10/01/2013","09/30/2014"
"TX","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","273","","10/01/2013","09/30/2014"
"UT","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","232","","10/01/2013","09/30/2014"
"VA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","274","","10/01/2013","09/30/2014"
"VI","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"VT","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","303","","10/01/2013","09/30/2014"
"WA","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","263","","10/01/2013","09/30/2014"
"WI","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","218","","10/01/2013","09/30/2014"
"WV","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","281","","10/01/2013","09/30/2014"
"WY","Emergency Department","ED1 - Median time from emergency department arrival to emergency department departure for admitted emergency department patients","ED_1b_OVERALL_MIN","233","","10/01/2013","09/30/2014"
"AK","Emergency Department","ED2","ED_2b","121","","10/01/2013","09/30/2014"
"AL","Emergency Department","ED2","ED_2b","73","","10/01/2013","09/30/2014"
"AR","Emergency Department","ED2","ED_2b","66","","10/01/2013","09/30/2014"
"AS","Emergency Department","ED2","ED_2b","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AZ","Emergency Department","ED2","ED_2b","97","","10/01/2013","09/30/2014"
"CA","Emergency Department","ED2","ED_2b","126","","10/01/2013","09/30/2014"
"CO","Emergency Department","ED2","ED_2b","90","","10/01/2013","09/30/2014"
"CT","Emergency Department","ED2","ED_2b","153","","10/01/2013","09/30/2014"
"DC","Emergency Department","ED2","ED_2b","232","","10/01/2013","09/30/2014"
"DE","Emergency Department","ED2","ED_2b","203","","10/01/2013","09/30/2014"
"FL","Emergency Department","ED2","ED_2b","109","","10/01/2013","09/30/2014"
"GA","Emergency Department","ED2","ED_2b","94","","10/01/2013","09/30/2014"
"GU","Emergency Department","ED2","ED_2b","252","","10/01/2013","09/30/2014"
"HI","Emergency Department","ED2","ED_2b","113","","10/01/2013","09/30/2014"
"IA","Emergency Department","ED2","ED_2b","61","","10/01/2013","09/30/2014"
"ID","Emergency Department","ED2","ED_2b","77","","10/01/2013","09/30/2014"
"IL","Emergency Department","ED2","ED_2b","89","","10/01/2013","09/30/2014"
"IN","Emergency Department","ED2","ED_2b","77","","10/01/2013","09/30/2014"
"KS","Emergency Department","ED2","ED_2b","55","","10/01/2013","09/30/2014"
"KY","Emergency Department","ED2","ED_2b","78","","10/01/2013","09/30/2014"
"LA","Emergency Department","ED2","ED_2b","87","","10/01/2013","09/30/2014"
"MA","Emergency Department","ED2","ED_2b","122","","10/01/2013","09/30/2014"
"MD","Emergency Department","ED2","ED_2b","132","","10/01/2013","09/30/2014"
"ME","Emergency Department","ED2","ED_2b","109","","10/01/2013","09/30/2014"
"MI","Emergency Department","ED2","ED_2b","100","","10/01/2013","09/30/2014"
"MN","Emergency Department","ED2","ED_2b","63","","10/01/2013","09/30/2014"
"MO","Emergency Department","ED2","ED_2b","79","","10/01/2013","09/30/2014"
"MP","Emergency Department","ED2","ED_2b","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MS","Emergency Department","ED2","ED_2b","62","","10/01/2013","09/30/2014"
"MT","Emergency Department","ED2","ED_2b","72","","10/01/2013","09/30/2014"
"NC","Emergency Department","ED2","ED_2b","97","","10/01/2013","09/30/2014"
"ND","Emergency Department","ED2","ED_2b","67","","10/01/2013","09/30/2014"
"NE","Emergency Department","ED2","ED_2b","76","","10/01/2013","09/30/2014"
"NH","Emergency Department","ED2","ED_2b","106","","10/01/2013","09/30/2014"
"NJ","Emergency Department","ED2","ED_2b","148","","10/01/2013","09/30/2014"
"NM","Emergency Department","ED2","ED_2b","102","","10/01/2013","09/30/2014"
"NV","Emergency Department","ED2","ED_2b","144","","10/01/2013","09/30/2014"
"NY","Emergency Department","ED2","ED_2b","150","","10/01/2013","09/30/2014"
"OH","Emergency Department","ED2","ED_2b","91","","10/01/2013","09/30/2014"
"OK","Emergency Department","ED2","ED_2b","64","","10/01/2013","09/30/2014"
"OR","Emergency Department","ED2","ED_2b","91","","10/01/2013","09/30/2014"
"PA","Emergency Department","ED2","ED_2b","100","","10/01/2013","09/30/2014"
"PR","Emergency Department","ED2","ED_2b","290","","10/01/2013","09/30/2014"
"RI","Emergency Department","ED2","ED_2b","112","","10/01/2013","09/30/2014"
"SC","Emergency Department","ED2","ED_2b","91","","10/01/2013","09/30/2014"
"SD","Emergency Department","ED2","ED_2b","43","","10/01/2013","09/30/2014"
"TN","Emergency Department","ED2","ED_2b","77","","10/01/2013","09/30/2014"
"TX","Emergency Department","ED2","ED_2b","99","","10/01/2013","09/30/2014"
"UT","Emergency Department","ED2","ED_2b","66","","10/01/2013","09/30/2014"
"VA","Emergency Department","ED2","ED_2b","91","","10/01/2013","09/30/2014"
"VI","Emergency Department","ED2","ED_2b","141","","10/01/2013","09/30/2014"
"VT","Emergency Department","ED2","ED_2b","111","","10/01/2013","09/30/2014"
"WA","Emergency Department","ED2","ED_2b","98","","10/01/2013","09/30/2014"
"WI","Emergency Department","ED2","ED_2b","61","","10/01/2013","09/30/2014"
"WV","Emergency Department","ED2","ED_2b","77","","10/01/2013","09/30/2014"
"WY","Emergency Department","ED2","ED_2b","70","","10/01/2013","09/30/2014"
"AK","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","97","","10/01/2013","09/30/2014"
"AL","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","60","","10/01/2013","09/30/2014"
"AR","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","52","","10/01/2013","09/30/2014"
"AZ","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","79","","10/01/2013","09/30/2014"
"CA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","87","","10/01/2013","09/30/2014"
"CO","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","74","","10/01/2013","09/30/2014"
"CT","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","153","","10/01/2013","09/30/2014"
"DC","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"DE","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"FL","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","84","","10/01/2013","09/30/2014"
"GA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","60","","10/01/2013","09/30/2014"
"HI","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","128","","10/01/2013","09/30/2014"
"IA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","49","","10/01/2013","09/30/2014"
"ID","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","59","","10/01/2013","09/30/2014"
"IL","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","66","","10/01/2013","09/30/2014"
"IN","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","61","","10/01/2013","09/30/2014"
"KS","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","53","","10/01/2013","09/30/2014"
"KY","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","63","","10/01/2013","09/30/2014"
"LA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","60","","10/01/2013","09/30/2014"
"MA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","68","","10/01/2013","09/30/2014"
"MD","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","85","","10/01/2013","09/30/2014"
"ME","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","118","","10/01/2013","09/30/2014"
"MI","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","64","","10/01/2013","09/30/2014"
"MN","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","50","","10/01/2013","09/30/2014"
"MO","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","56","","10/01/2013","09/30/2014"
"MS","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","50","","10/01/2013","09/30/2014"
"MT","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","42","","10/01/2013","09/30/2014"
"NC","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","81","","10/01/2013","09/30/2014"
"ND","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","50","","10/01/2013","09/30/2014"
"NE","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","61","","10/01/2013","09/30/2014"
"NH","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","79","","10/01/2013","09/30/2014"
"NJ","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","137","","10/01/2013","09/30/2014"
"NM","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","82","","10/01/2013","09/30/2014"
"NV","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","82","","10/01/2013","09/30/2014"
"NY","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","87","","10/01/2013","09/30/2014"
"OH","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","58","","10/01/2013","09/30/2014"
"OK","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","51","","10/01/2013","09/30/2014"
"OR","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","75","","10/01/2013","09/30/2014"
"PA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","65","","10/01/2013","09/30/2014"
"PR","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"RI","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"SC","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","59","","10/01/2013","09/30/2014"
"SD","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","43","","10/01/2013","09/30/2014"
"TN","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","56","","10/01/2013","09/30/2014"
"TX","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","59","","10/01/2013","09/30/2014"
"UT","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","53","","10/01/2013","09/30/2014"
"VA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","56","","10/01/2013","09/30/2014"
"VI","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"VT","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","98","","10/01/2013","09/30/2014"
"WA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","72","","10/01/2013","09/30/2014"
"WI","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","54","","10/01/2013","09/30/2014"
"WV","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","71","","10/01/2013","09/30/2014"
"WY","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_LOW_MIN","54","","10/01/2013","09/30/2014"
"AK","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","112","","10/01/2013","09/30/2014"
"AL","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","73","","10/01/2013","09/30/2014"
"AR","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","68","","10/01/2013","09/30/2014"
"AZ","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","92","","10/01/2013","09/30/2014"
"CA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","120","","10/01/2013","09/30/2014"
"CO","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","81","","10/01/2013","09/30/2014"
"CT","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","135","","10/01/2013","09/30/2014"
"DC","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","233","","10/01/2013","09/30/2014"
"DE","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","231","","10/01/2013","09/30/2014"
"FL","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","98.5","","10/01/2013","09/30/2014"
"GA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","85","","10/01/2013","09/30/2014"
"HI","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","135","","10/01/2013","09/30/2014"
"IA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","63.5","","10/01/2013","09/30/2014"
"ID","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","84.5","","10/01/2013","09/30/2014"
"IL","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","86.5","","10/01/2013","09/30/2014"
"IN","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","65.5","","10/01/2013","09/30/2014"
"KS","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","70","","10/01/2013","09/30/2014"
"KY","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","75","","10/01/2013","09/30/2014"
"LA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","91","","10/01/2013","09/30/2014"
"MA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","105","","10/01/2013","09/30/2014"
"MD","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","142","","10/01/2013","09/30/2014"
"ME","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_MEDIUM_MIN","118.5","","10/01/2013","09/30/2014"
