"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"PR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"RI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.970","","10/01/2013","09/30/2014"
"SC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.931","","10/01/2013","09/30/2014"
"SD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.869","","10/01/2013","09/30/2014"
"TN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.803","","10/01/2013","09/30/2014"
"TX","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.837","","10/01/2013","09/30/2014"
"UT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.175","","10/01/2013","09/30/2014"
"VA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.901","","10/01/2013","09/30/2014"
"VI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.032","","10/01/2013","09/30/2014"
"VT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.184","","10/01/2013","09/30/2014"
"WA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.874","","10/01/2013","09/30/2014"
"WI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.783","","10/01/2013","09/30/2014"
"WV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.002","","10/01/2013","09/30/2014"
"WY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.522","","10/01/2013","09/30/2014"
"AK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.849","","10/01/2013","09/30/2014"
"AL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.504","","10/01/2013","09/30/2014"
"AR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.079","","10/01/2013","09/30/2014"
"AS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"AZ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.114","","10/01/2013","09/30/2014"
"CA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.904","","10/01/2013","09/30/2014"
"CO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.005","","10/01/2013","09/30/2014"
"CT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.204","","10/01/2013","09/30/2014"
"DC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.811","","10/01/2013","09/30/2014"
"DE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.032","","10/01/2013","09/30/2014"
"FL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.770","","10/01/2013","09/30/2014"
"GA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.948","","10/01/2013","09/30/2014"
"GU","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"HI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.363","","10/01/2013","09/30/2014"
"IA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.331","","10/01/2013","09/30/2014"
"ID","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.732","","10/01/2013","09/30/2014"
"IL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.898","","10/01/2013","09/30/2014"
"IN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.808","","10/01/2013","09/30/2014"
"KS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.830","","10/01/2013","09/30/2014"
"KY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.893","","10/01/2013","09/30/2014"
"LA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.971","","10/01/2013","09/30/2014"
"MA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.080","","10/01/2013","09/30/2014"
"MD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.281","","10/01/2013","09/30/2014"
"ME","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.429","","10/01/2013","09/30/2014"
"MI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.109","","10/01/2013","09/30/2014"
"MN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.049","","10/01/2013","09/30/2014"
"MO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.765","","10/01/2013","09/30/2014"
"MP","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"MS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.741","","10/01/2013","09/30/2014"
"MT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.869","","10/01/2013","09/30/2014"
"NC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.912","","10/01/2013","09/30/2014"
"ND","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.133","","10/01/2013","09/30/2014"
"NE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.606","","10/01/2013","09/30/2014"
"NH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.531","","10/01/2013","09/30/2014"
"NJ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.273","","10/01/2013","09/30/2014"
"NM","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.475","","10/01/2013","09/30/2014"
"NV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.775","","10/01/2013","09/30/2014"
"NY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.190","","10/01/2013","09/30/2014"
"OH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.690","","10/01/2013","09/30/2014"
"OK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.440","","10/01/2013","09/30/2014"
"OR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.175","","10/01/2013","09/30/2014"
"PA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.042","","10/01/2013","09/30/2014"
"PR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"RI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.838","","10/01/2013","09/30/2014"
"SC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.981","","10/01/2013","09/30/2014"
"SD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.092","","10/01/2013","09/30/2014"
"TN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.770","","10/01/2013","09/30/2014"
"TX","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.786","","10/01/2013","09/30/2014"
"UT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.817","","10/01/2013","09/30/2014"
"VA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.778","","10/01/2013","09/30/2014"
"VI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"VT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.351","","10/01/2013","09/30/2014"
"WA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.950","","10/01/2013","09/30/2014"
"WI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.902","","10/01/2013","09/30/2014"
"WV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.494","","10/01/2013","09/30/2014"
"WY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.000","","10/01/2013","09/30/2014"
"AK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.049","","10/01/2013","09/30/2014"
"AL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.693","","10/01/2013","09/30/2014"
"AR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.478","","10/01/2013","09/30/2014"
"AS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"AZ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.400","","10/01/2013","09/30/2014"
"CA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.033","","10/01/2013","09/30/2014"
"CO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.402","","10/01/2013","09/30/2014"
"CT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.612","","10/01/2013","09/30/2014"
"DC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.686","","10/01/2013","09/30/2014"
"DE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.795","","10/01/2013","09/30/2014"
"FL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.913","","10/01/2013","09/30/2014"
"GA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.139","","10/01/2013","09/30/2014"
"GU","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"HI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.697","","10/01/2013","09/30/2014"
"IA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.876","","10/01/2013","09/30/2014"
"ID","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.623","","10/01/2013","09/30/2014"
"IL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.094","","10/01/2013","09/30/2014"
"IN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.053","","10/01/2013","09/30/2014"
"KS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.247","","10/01/2013","09/30/2014"
"KY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.153","","10/01/2013","09/30/2014"
"LA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.266","","10/01/2013","09/30/2014"
"MA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.424","","10/01/2013","09/30/2014"
"MD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.693","","10/01/2013","09/30/2014"
"ME","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.547","","10/01/2013","09/30/2014"
"MI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.352","","10/01/2013","09/30/2014"
"MN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.431","","10/01/2013","09/30/2014"
"MO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.993","","10/01/2013","09/30/2014"
"MP","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"MS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.034","","10/01/2013","09/30/2014"
"MT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.926","","10/01/2013","09/30/2014"
"NC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.118","","10/01/2013","09/30/2014"
"ND","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.152","","10/01/2013","09/30/2014"
"NE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.054","","10/01/2013","09/30/2014"
"NH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.281","","10/01/2013","09/30/2014"
"NJ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.566","","10/01/2013","09/30/2014"
"NM","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.261","","10/01/2013","09/30/2014"
"NV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.188","","10/01/2013","09/30/2014"
"NY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.371","","10/01/2013","09/30/2014"
"OH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.839","","10/01/2013","09/30/2014"
"OK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.682","","10/01/2013","09/30/2014"
"OR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.616","","10/01/2013","09/30/2014"
"PA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.230","","10/01/2013","09/30/2014"
"PR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"RI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.592","","10/01/2013","09/30/2014"
"SC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.273","","10/01/2013","09/30/2014"
"SD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.003","","10/01/2013","09/30/2014"
"TN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.978","","10/01/2013","09/30/2014"
"TX","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.901","","10/01/2013","09/30/2014"
"UT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.228","","10/01/2013","09/30/2014"
"VA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.001","","10/01/2013","09/30/2014"
"VI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"VT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.810","","10/01/2013","09/30/2014"
"WA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.271","","10/01/2013","09/30/2014"
"WI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.204","","10/01/2013","09/30/2014"
"WV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.130","","10/01/2013","09/30/2014"
"WY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.125","","10/01/2013","09/30/2014"
"AK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.270","","10/01/2013","09/30/2014"
"AL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.356","","10/01/2013","09/30/2014"
"AR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.767","","10/01/2013","09/30/2014"
"AS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"AZ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.875","","10/01/2013","09/30/2014"
"CA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.788","","10/01/2013","09/30/2014"
"CO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.699","","10/01/2013","09/30/2014"
"CT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.879","","10/01/2013","09/30/2014"
"DC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.329","","10/01/2013","09/30/2014"
"DE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.543","","10/01/2013","09/30/2014"
"FL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.645","","10/01/2013","09/30/2014"
"GA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.782","","10/01/2013","09/30/2014"
"GU","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"HI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.596","","10/01/2013","09/30/2014"
"IA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.915","","10/01/2013","09/30/2014"
"ID","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.268","","10/01/2013","09/30/2014"
"IL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.729","","10/01/2013","09/30/2014"
"IN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.608","","10/01/2013","09/30/2014"
"KS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.527","","10/01/2013","09/30/2014"
"KY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.679","","10/01/2013","09/30/2014"
"LA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.730","","10/01/2013","09/30/2014"
"MA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.803","","10/01/2013","09/30/2014"
"MD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.949","","10/01/2013","09/30/2014"
"ME","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.726","","10/01/2013","09/30/2014"
"MI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.900","","10/01/2013","09/30/2014"
"MN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.750","","10/01/2013","09/30/2014"
"MO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.579","","10/01/2013","09/30/2014"
"MP","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"MS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.516","","10/01/2013","09/30/2014"
"MT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.318","","10/01/2013","09/30/2014"
"NC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.736","","10/01/2013","09/30/2014"
"ND","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.526","","10/01/2013","09/30/2014"
"NE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.319","","10/01/2013","09/30/2014"
"NH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.169","","10/01/2013","09/30/2014"
"NJ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.023","","10/01/2013","09/30/2014"
"NM","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.914","","10/01/2013","09/30/2014"
"NV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.481","","10/01/2013","09/30/2014"
"NY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.027","","10/01/2013","09/30/2014"
"OH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.561","","10/01/2013","09/30/2014"
"OK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.269","","10/01/2013","09/30/2014"
"OR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.831","","10/01/2013","09/30/2014"
"PA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.877","","10/01/2013","09/30/2014"
"PR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"RI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.389","","10/01/2013","09/30/2014"
"SC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.742","","10/01/2013","09/30/2014"
"SD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.532","","10/01/2013","09/30/2014"
"TN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.596","","10/01/2013","09/30/2014"
"TX","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.682","","10/01/2013","09/30/2014"
"UT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.519","","10/01/2013","09/30/2014"
"VA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.595","","10/01/2013","09/30/2014"
"VI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2013","09/30/2014"
"VT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.548","","10/01/2013","09/30/2014"
"WA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.693","","10/01/2013","09/30/2014"
"WI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.661","","10/01/2013","09/30/2014"
"WV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","1.012","","10/01/2013","09/30/2014"
"WY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","-","","10/01/2013","09/30/2014"
"AK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.405","","10/01/2013","09/30/2014"
"AL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.144","","10/01/2013","09/30/2014"
"AR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.118","","10/01/2013","09/30/2014"
"AS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"AZ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.992","","10/01/2013","09/30/2014"
"CA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.750","","10/01/2013","09/30/2014"
"CO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.553","","10/01/2013","09/30/2014"
"CT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.676","","10/01/2013","09/30/2014"
"DC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.906","","10/01/2013","09/30/2014"
"DE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.150","","10/01/2013","09/30/2014"
"FL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.064","","10/01/2013","09/30/2014"
"GA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.044","","10/01/2013","09/30/2014"
"GU","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"HI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.774","","10/01/2013","09/30/2014"
"IA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.674","","10/01/2013","09/30/2014"
"ID","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.421","","10/01/2013","09/30/2014"
"IL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.707","","10/01/2013","09/30/2014"
"IN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.689","","10/01/2013","09/30/2014"
"KS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.566","","10/01/2013","09/30/2014"
"KY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.249","","10/01/2013","09/30/2014"
"LA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.176","","10/01/2013","09/30/2014"
"MA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.488","","10/01/2013","09/30/2014"
"MD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.344","","10/01/2013","09/30/2014"
"ME","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.417","","10/01/2013","09/30/2014"
"MI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.977","","10/01/2013","09/30/2014"
"MN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.327","","10/01/2013","09/30/2014"
"MO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.758","","10/01/2013","09/30/2014"
"MP","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","10/01/2013","09/30/2014"
"MS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.914","","10/01/2013","09/30/2014"
