Provider Number,Hospital Name,Address,City,State,Zip Code,County Name,SCIP-Inf-1 Performance Rate,SCIP-Inf-1 Achievement Points,SCIP-Inf-1 Improvement Points,SCIP-Inf-1 Measure Score,SCIP-Inf-2 Performance Rate,SCIP-Inf-2 Achievement Points,SCIP-Inf-2 Improvement Points,SCIP-Inf-2 Measure Score,SCIP-Inf-3 Performance Rate,SCIP-Inf-3 Achievement Points,SCIP-Inf-3 Improvement Points,SCIP-Inf-3 Measure Score,SCIP-Inf-4 Performance Rate,SCIP-Inf-4 Achievement Points,SCIP-Inf-4 Improvement Points,SCIP-Inf-4 Measure Score,SCIP-Inf-9 Performance Rate,SCIP-Inf-9 Achievement Points,SCIP-Inf-9 Improvement Points,SCIP-Inf-9 Measure Score,HAI Condition/Procedure Score
"200033","EASTERN MAINE MEDICAL CENTER","PO BOX 404","Bangor","ME","04401","PENOBSCOT","0.99714","8 out of 10","8 out of 9","8 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99701","8 out of 10","8 out of 9","8 out of 10","0.98113","6 out of 10","6 out of 9","6 out of 10","0.99798","9 out of 10","8 out of 9","9 out of 10","41"
"200034","ST MARYS REGIONAL MEDICAL CENTER","CAMPUS AVENUE - PO BOX 291","Lewiston","ME","04240","ANDROSCOGGIN","0.99388","5 out of 10","4 out of 9","5 out of 10","0.99694","7 out of 10","6 out of 9","7 out of 10","0.99682","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","30"
"200037","FRANKLIN MEMORIAL HOSPITAL","111 FRANKLIN HEALTH COMMONS","Farmington","ME","04938","FRANKLIN","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98649","5 out of 10","4 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","35"
"200039","MAINEGENERAL MEDICAL CENTER","35 MEDICAL CENTER PARKWAY","Augusta","ME","04330","KENNEBEC","0.99751","8 out of 10","3 out of 9","8 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99746","9 out of 10","8 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available","0.98630","7 out of 10","7 out of 9","7 out of 10","34"
"200041","INLAND HOSPITAL","200 KENNEDY MEMORIAL DRIVE","Waterville","ME","04901","KENNEBEC","1.00000","10 out of 10","0 out of 9","10 out of 10","0.98889","2 out of 10","0 out of 9","2 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","32"
"200050","MAINE COAST MEMORIAL HOSPITAL","50 UNION STREET","Ellsworth","ME","04605","HANCOCK","0.99153","4 out of 10","7 out of 9","7 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","37"
"200052","NORTHERN MAINE MEDICAL CENTER","194 E MAIN STREET","Fort Kent","ME","04743","AROOSTOOK","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.94118","0 out of 10","5 out of 9","5 out of 10","35"
"200063","PENOBSCOT BAY MEDICAL CENTER","6 GLEN COVE DRIVE","Rockport","ME","04856","KNOX","0.99408","6 out of 10","8 out of 9","8 out of 10","0.99408","6 out of 10","4 out of 9","6 out of 10","0.98214","3 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.99219","8 out of 10","9 out of 9","9 out of 10","29"
"220001","HEALTHALLIANCE HOSPITALS, INC","60 HOSPITAL ROAD","Leominster","MA","01453","WORCESTER","0.98396","0 out of 10","7 out of 9","7 out of 10","0.95722","0 out of 10","0 out of 9","0 out of 10","0.98895","6 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.98235","6 out of 10","8 out of 9","8 out of 10","22"
"220002","MOUNT AUBURN HOSPITAL","330 MOUNT AUBURN STREET","Cambridge","MA","02138","MIDDLESEX","0.99660","7 out of 10","7 out of 9","7 out of 10","0.99830","8 out of 10","8 out of 9","8 out of 10","0.99829","9 out of 10","7 out of 9","9 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.96870","4 out of 10","8 out of 9","8 out of 10","42"
"220008","STURDY MEMORIAL HOSPITAL","211 PARK STREET","Attleboro","MA","02703","BRISTOL","0.99696","7 out of 10","8 out of 9","8 out of 10","0.99390","5 out of 10","7 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.99413","8 out of 10","0 out of 9","8 out of 10","33"
"220010","LAWRENCE GENERAL HOSPITAL","ONE GENERAL STREET","Lawrence","MA","01842","ESSEX","0.97581","0 out of 10","0 out of 9","0 out of 10","0.98387","0 out of 10","4 out of 9","4 out of 10","0.98333","4 out of 10","1 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","0.86709","0 out of 10","5 out of 9","5 out of 10","13"
"220011","CAMBRIDGE HEALTH ALLIANCE","1493 CAMBRIDGE STREET","Cambridge","MA","02139","MIDDLESEX","0.97297","0 out of 10","0 out of 9","0 out of 10","0.98198","0 out of 10","0 out of 9","0 out of 10","0.94495","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.97143","4 out of 10","0 out of 9","4 out of 10","4"
"220012","CAPE COD HOSPITAL","88 LEWIS BAY ROAD","Hyannis","MA","02601","BARNSTABLE","0.99074","3 out of 10","4 out of 9","4 out of 10","0.99190","4 out of 10","3 out of 9","4 out of 10","0.98580","4 out of 10","2 out of 9","4 out of 10","0.95588","0 out of 10","0 out of 9","0 out of 10","0.97532","5 out of 10","4 out of 9","5 out of 10","17"
"220015","COOLEY DICKINSON HOSPITAL INC,THE","30 LOCUST STREET","Northampton","MA","01061","HAMPSHIRE","0.99457","6 out of 10","0 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99180","7 out of 10","4 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.99176","8 out of 10","0 out of 9","8 out of 10","31"
"220016","BAYSTATE FRANKLIN MEDICAL CENTER","164 HIGH STREET","Greenfield","MA","01301","FRANKLIN","0.96591","0 out of 10","0 out of 9","0 out of 10","0.96591","0 out of 10","0 out of 9","0 out of 10","0.93103","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.94048","0 out of 10","2 out of 9","2 out of 10","2"
"220017","CARNEY HOSPITAL","2100 DORCHESTER AVENUE","Boston","MA","02124","SUFFOLK","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98980","3 out of 10","4 out of 9","4 out of 10","0.98958","6 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.95652","2 out of 10","4 out of 9","4 out of 10","25"
"220019","HARRINGTON MEMORIAL HOSPITAL","100 SOUTH STREET","Southbridge","MA","01550","WORCESTER","0.96667","0 out of 10","5 out of 9","5 out of 10","0.99167","4 out of 10","5 out of 9","5 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","30"
"220020","SAINT ANNE'S HOSPITAL","795 MIDDLE STREET","Fall River","MA","02721","BRISTOL","0.99105","4 out of 10","0 out of 9","4 out of 10","0.99776","8 out of 10","4 out of 9","8 out of 10","0.99091","6 out of 10","4 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.98947","8 out of 10","5 out of 9","8 out of 10","26"
"220024","HOLYOKE MEDICAL CENTER","575 BEECH STREET","Holyoke","MA","01040","HAMPDEN","0.98817","2 out of 10","0 out of 9","2 out of 10","0.98810","2 out of 10","0 out of 9","2 out of 10","0.99390","7 out of 10","2 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.84746","0 out of 10","3 out of 9","3 out of 10","14"
"220029","ANNA JAQUES HOSPITAL","25 HIGHLAND AVENUE","Newburyport","MA","01950-3867","ESSEX","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97235","0 out of 10","0 out of 9","0 out of 10","0.98113","3 out of 10","0 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","23"
"220030","BAYSTATE WING HOSPITAL AND MEDICAL CENTERS","40 WRIGHT STREET","Palmer","MA","01069","HAMPDEN","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","40"
"220031","BOSTON MEDICAL CENTER CORPORATION","1 BOSTON MEDICAL CENTER PLACE","Boston","MA","02118","SUFFOLK","0.98214","0 out of 10","0 out of 9","0 out of 10","0.99203","4 out of 10","5 out of 9","5 out of 10","0.97704","1 out of 10","3 out of 9","3 out of 10","0.97333","4 out of 10","4 out of 9","4 out of 10","0.96262","3 out of 10","0 out of 9","3 out of 10","15"
"220033","BEVERLY HOSPITAL CORPORATION","85 HERRICK STREET","Beverly","MA","01915-1790","ESSEX","0.99656","7 out of 10","5 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99649","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.98722","7 out of 10","7 out of 9","7 out of 10","32"
"220035","NORTH SHORE MEDICAL CENTER","81 HIGHLAND AVENUE","Salem","MA","01970","ESSEX","0.99419","6 out of 10","0 out of 9","6 out of 10","0.98830","2 out of 10","1 out of 9","2 out of 10","0.97576","1 out of 10","1 out of 9","1 out of 10","0.95690","0 out of 10","0 out of 9","0 out of 10","0.91693","0 out of 10","4 out of 9","4 out of 10","13"
"220036","ST ELIZABETH'S MEDICAL CENTER","736 CAMBRIDGE STREET","Brighton","MA","02135","SUFFOLK","0.98803","2 out of 10","0 out of 9","2 out of 10","0.99485","6 out of 10","2 out of 9","6 out of 10","0.95406","0 out of 10","0 out of 9","0 out of 10","0.91736","0 out of 10","0 out of 9","0 out of 10","0.98323","7 out of 10","1 out of 9","7 out of 10","15"
"220046","BERKSHIRE MEDICAL CENTER INC","725 NORTH STREET","Pittsfield","MA","01201","BERKSHIRE","0.99242","4 out of 10","0 out of 9","4 out of 10","0.99621","7 out of 10","0 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.99296","8 out of 10","6 out of 9","8 out of 10","29"
"220049","MARLBOROUGH HOSPITAL","157 UNION STREET","Marlborough","MA","01752","MIDDLESEX","0.98171","0 out of 10","3 out of 9","3 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.98137","3 out of 10","4 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","0.98851","7 out of 10","8 out of 9","8 out of 10","25"
"220050","BAYSTATE MARY LANE HOSPITAL","85 SOUTH STREET","Ware","MA","01082","HAMPSHIRE","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97222","0 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","36"
"220052","SIGNATURE HEALTHCARE BROCKTON HOSPITAL","680 CENTER STREET","Brockton","MA","02302","PLYMOUTH","0.99571","7 out of 10","0 out of 9","7 out of 10","0.99571","7 out of 10","5 out of 9","7 out of 10","0.99559","8 out of 10","5 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","32"
"220058","CLINTON HOSPITAL ASSOCIATION","201 HIGHLAND STREET","Clinton","MA","01510","WORCESTER","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"220060","BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH","275 SANDWICH STREET","Plymouth","MA","02360","PLYMOUTH","0.98485","0 out of 10","8 out of 9","8 out of 10","0.99621","7 out of 10","7 out of 9","7 out of 10","0.99232","7 out of 10","3 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.94700","0 out of 10","0 out of 9","0 out of 10","22"
"220063","LOWELL GENERAL HOSPITAL","295 VARNUM AVENUE","Lowell","MA","01854","MIDDLESEX","0.99645","7 out of 10","7 out of 9","7 out of 10","0.99468","6 out of 10","1 out of 9","6 out of 10","0.98911","6 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.97577","5 out of 10","4 out of 9","5 out of 10","24"
"220065","NOBLE HOSPITAL","115 WEST SILVER STREET","Westfield","MA","01086","HAMPDEN","0.98485","0 out of 10","6 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98462","4 out of 10","4 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","0.93333","0 out of 10","7 out of 9","7 out of 10","27"
"220066","MERCY MEDICAL CENTER","271 CAREW STREET","Springfield","MA","01104","HAMPDEN","0.99052","3 out of 10","3 out of 9","3 out of 10","0.99763","8 out of 10","7 out of 9","8 out of 10","0.98015","2 out of 10","3 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available","0.98485","7 out of 10","7 out of 9","7 out of 10","21"
"220070","HALLMARK HEALTH SYSTEM","585 LEBANON STREET","Melrose","MA","02176-3225","MIDDLESEX","0.98770","1 out of 10","0 out of 9","1 out of 10","0.99174","4 out of 10","6 out of 9","6 out of 10","0.99567","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.98936","8 out of 10","8 out of 9","8 out of 10","23"
"220071","MASSACHUSETTS GENERAL HOSPITAL","55 FRUIT STREET","Boston","MA","02114","SUFFOLK","0.99367","5 out of 10","5 out of 9","5 out of 10","0.99577","7 out of 10","6 out of 9","7 out of 10","0.97168","0 out of 10","5 out of 9","5 out of 10","0.93151","0 out of 10","4 out of 9","4 out of 10","0.96910","4 out of 10","7 out of 9","7 out of 10","28"
"220073","MORTON HOSPITAL","88 WASHINGTON STREET","Taunton","MA","02780","BRISTOL","0.98496","0 out of 10","0 out of 9","0 out of 10","0.99248","5 out of 10","0 out of 9","5 out of 10","0.96923","0 out of 10","2 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","0.96178","3 out of 10","4 out of 9","4 out of 10","11"
"220074","SOUTHCOAST HOSPITAL GROUP, INC","363 HIGHLAND AVENUE","Fall River","MA","02720-3703","BRISTOL","0.98708","1 out of 10","0 out of 9","1 out of 10","0.99483","6 out of 10","7 out of 9","7 out of 10","0.98415","4 out of 10","3 out of 9","4 out of 10","0.98544","7 out of 10","0 out of 9","7 out of 10","0.96361","3 out of 10","6 out of 9","6 out of 10","25"
"220075","MASSACHUSETTS EYE AND EAR INFIRMARY","243 CHARLES STREET","Boston","MA","02114","SUFFOLK","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"220077","BAYSTATE MEDICAL CENTER","759 CHESTNUT STREET","Springfield","MA","01199","HAMPDEN","0.99799","8 out of 10","8 out of 9","8 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99175","7 out of 10","0 out of 9","7 out of 10","0.92405","0 out of 10","0 out of 9","0 out of 10","0.99494","9 out of 10","0 out of 9","9 out of 10","34"
"220080","HOLY FAMILY HOSPITAL","70 EAST STREET","Methuen","MA","01844","ESSEX","0.99500","6 out of 10","4 out of 9","6 out of 10","0.99499","6 out of 10","6 out of 9","6 out of 10","0.97964","2 out of 10","1 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","0.98201","6 out of 10","4 out of 9","6 out of 10","20"
"220083","BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","148 CHESTNUT STREET","Needham","MA","02494","NORFOLK","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.93651","0 out of 10","3 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available","0.93023","0 out of 10","0 out of 9","0 out of 10","23"
"220084","EMERSON HOSPITAL","OLD ROAD TO 9 ACRE CORNER","Concord","MA","01742","MIDDLESEX","0.98630","0 out of 10","6 out of 9","6 out of 10","0.98356","0 out of 10","0 out of 9","0 out of 10","0.98050","2 out of 10","1 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","0.97304","5 out of 10","7 out of 9","7 out of 10","15"
"220086","BETH ISRAEL DEACONESS MEDICAL CENTER","330 BROOKLINE AVENUE","Boston","MA","02215","SUFFOLK","0.99583","7 out of 10","0 out of 9","7 out of 10","0.99722","8 out of 10","9 out of 9","9 out of 10","0.99577","8 out of 10","6 out of 9","8 out of 10","0.97159","4 out of 10","1 out of 9","4 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","38"
"220088","NEW ENGLAND BAPTIST HOSPITAL","125 PARKER HILL AVENUE","Boston","MA","02120","SUFFOLK","0.98480","0 out of 10","0 out of 9","0 out of 10","0.99493","6 out of 10","0 out of 9","6 out of 10","0.97802","2 out of 10","1 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","0.98647","7 out of 10","8 out of 9","8 out of 10","16"
"220090","MILFORD REGIONAL MEDICAL CENTER","14 PROSPECT STREET","Milford","MA","01757","WORCESTER","0.99281","5 out of 10","0 out of 9","5 out of 10","0.99278","5 out of 10","2 out of 9","5 out of 10","0.98106","3 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.99333","8 out of 10","7 out of 9","8 out of 10","24"
"220095","HEYWOOD HOSPITAL","242 GREEN STREET","Gardner","MA","01440","WORCESTER","0.99502","6 out of 10","7 out of 9","7 out of 10","0.99500","6 out of 10","8 out of 9","8 out of 10","0.99490","8 out of 10","5 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.89205","0 out of 10","3 out of 9","3 out of 10","26"
"220098","NASHOBA VALLEY MEDICAL CENTER","200 GROTON ROAD","Ayer","MA","01432","MIDDLESEX","0.98387","0 out of 10","0 out of 9","0 out of 10","0.98387","0 out of 10","0 out of 9","0 out of 10","0.90323","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.92754","0 out of 10","1 out of 9","1 out of 10","1"
"220100","SOUTH SHORE HOSPITAL","55 FOGG ROAD","South Weymouth","MA","02190","NORFOLK","0.99095","4 out of 10","0 out of 9","4 out of 10","0.99094","4 out of 10","1 out of 9","4 out of 10","0.98780","5 out of 10","4 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","0.96234","3 out of 10","8 out of 9","8 out of 10","21"
"220101","NEWTON-WELLESLEY HOSPITAL","2014 WASHINGTON STREET","Newton","MA","02462","MIDDLESEX","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99567","7 out of 10","0 out of 9","7 out of 10","0.99130","6 out of 10","0 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.97753","6 out of 10","8 out of 9","8 out of 10","31"
"220105","WINCHESTER HOSPITAL","41 HIGHLAND AVENUE","Winchester","MA","01890","MIDDLESEX","0.99608","7 out of 10","9 out of 9","9 out of 10","0.98431","0 out of 10","5 out of 9","5 out of 10","0.99606","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.98537","7 out of 10","8 out of 9","8 out of 10","30"
"220108","BETH ISRAEL DEACONESS HOSPITAL-MILTON INC","199 REEDSDALE ROAD","Milton","MA","02186","NORFOLK","0.94737","0 out of 10","0 out of 9","0 out of 10","0.98565","0 out of 10","0 out of 9","0 out of 10","0.98544","4 out of 10","1 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","14"
"220110","BRIGHAM AND WOMEN'S HOSPITAL","75 FRANCIS STREET","Boston","MA","02115","SUFFOLK","0.99529","6 out of 10","6 out of 9","6 out of 10","0.99527","6 out of 10","6 out of 9","6 out of 10","0.98063","3 out of 10","4 out of 9","4 out of 10","0.98519","7 out of 10","7 out of 9","7 out of 10","0.97531","5 out of 10","0 out of 9","5 out of 10","28"
"220111","GOOD SAMARITAN MEDICAL CENTER","235 NORTH PEARL STREET","Brockton","MA","02301","PLYMOUTH","0.99452","6 out of 10","8 out of 9","8 out of 10","0.98532","0 out of 10","0 out of 9","0 out of 10","0.99065","6 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.92063","0 out of 10","7 out of 9","7 out of 10","22"
"220116","TUFTS MEDICAL CENTER","800 WASHINGTON STREET","Boston","MA","02111","SUFFOLK","0.98534","0 out of 10","0 out of 9","0 out of 10","0.99020","3 out of 10","0 out of 9","3 out of 10","0.99834","9 out of 10","9 out of 9","9 out of 10","0.97015","3 out of 10","4 out of 9","4 out of 10","0.97297","5 out of 10","4 out of 9","5 out of 10","21"
"220119","BRIGHAM AND WOMEN'S FAULKNER HOSPITAL","1153 CENTRE STREET","Jamaica Plain","MA","02130","SUFFOLK","0.99375","5 out of 10","0 out of 9","5 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","35"
"220126","NORWOOD HOSPITAL","800 WASHINGTON STREET","Norwood","MA","02062","NORFOLK","0.98680","1 out of 10","6 out of 9","6 out of 10","0.99338","5 out of 10","0 out of 9","5 out of 10","0.98990","6 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.98785","7 out of 10","8 out of 9","8 out of 10","26"
"220135","FALMOUTH HOSPITAL","67 & 100 TER HEUN DRIVE","Falmouth","MA","02540","BARNSTABLE","0.99809","8 out of 10","5 out of 9","8 out of 10","0.99426","6 out of 10","0 out of 9","6 out of 10","0.99612","8 out of 10","6 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","32"
"220163","UMASS MEMORIAL MEDICAL CENTER INC","55 LAKE AVENUE NORTH","Worcester","MA","01655-0002","WORCESTER","0.99507","6 out of 10","8 out of 9","8 out of 10","0.98276","0 out of 10","0 out of 9","0 out of 10","0.98744","5 out of 10","7 out of 9","7 out of 10","0.98462","7 out of 10","0 out of 9","7 out of 10","0.98630","7 out of 10","8 out of 9","8 out of 10","30"
"220171","LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON","41 & 45 MALL ROAD","Burlington","MA","01805","MIDDLESEX","0.99500","6 out of 10","0 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97668","1 out of 10","2 out of 9","2 out of 10","0.99231","8 out of 10","7 out of 9","8 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","36"
"220175","METROWEST MEDICAL CENTER","115 LINCOLN STREET","Framingham","MA","01701","MIDDLESEX","0.98929","2 out of 10","3 out of 9","3 out of 10","0.98571","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.98438","7 out of 10","4 out of 9","7 out of 10","20"
"220176","ST VINCENT HOSPITAL","123 SUMMER STREET","Worcester","MA","01608","WORCESTER","0.98629","0 out of 10","6 out of 9","6 out of 10","0.99216","4 out of 10","4 out of 9","4 out of 10","0.99502","8 out of 10","4 out of 9","8 out of 10","0.98089","6 out of 10","2 out of 9","6 out of 10","0.99071","8 out of 10","4 out of 9","8 out of 10","32"
"230002","ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD","Livonia","MI","48154","WAYNE","0.99387","5 out of 10","6 out of 9","6 out of 10","0.99387","5 out of 10","0 out of 9","5 out of 10","0.99525","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.99673","9 out of 10","9 out of 9","9 out of 10","28"
"230003","SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL","8333 FELCH ST","Zeeland","MI","49464","OTTAWA","0.98052","0 out of 10","0 out of 9","0 out of 10","0.99351","5 out of 10","0 out of 9","5 out of 10","0.98693","5 out of 10","0 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"230004","MERCY HEALTH PARTNERS, MERCY CAMPUS","1500 E SHERMAN BOULEVARD","Muskegon","MI","49443","MUSKEGON","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99675","7 out of 10","1 out of 9","7 out of 10","0.99331","7 out of 10","5 out of 9","7 out of 10","0.99167","8 out of 10","8 out of 9","8 out of 10","0.97473","5 out of 10","5 out of 9","5 out of 10","37"
"230005","EMMA L BIXBY MEDICAL CENTER","818 RIVERSIDE AVENUE","Adrian","MI","49221","LENAWEE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98095","0 out of 10","0 out of 9","0 out of 10","0.95074","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.95408","1 out of 10","1 out of 9","1 out of 10","11"
"230015","THREE RIVERS HEALTH","701 S HEALTH PARKWAY","Three Rivers","MI","49093","ST. JOSEPH","0.92857","0 out of 10","0 out of 9","0 out of 10","0.85714","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.84615","0 out of 10","0 out of 9","0 out of 10","10"
"230017","BRONSON METHODIST HOSPITAL","601 JOHN STREET 42","Kalamazoo","MI","49007","KALAMAZOO","0.99555","7 out of 10","6 out of 9","7 out of 10","0.99197","4 out of 10","3 out of 9","4 out of 10","0.98007","2 out of 10","0 out of 9","2 out of 10","0.99000","8 out of 10","1 out of 9","8 out of 10","0.97063","4 out of 10","5 out of 9","5 out of 10","26"
"230019","PROVIDENCE HOSPITAL AND MEDICAL CENTERS","16001 W NINE MILE RD","Southfield","MI","48075","OAKLAND","0.99673","7 out of 10","7 out of 9","7 out of 10","0.99836","8 out of 10","6 out of 9","8 out of 10","0.99538","8 out of 10","7 out of 9","8 out of 10","0.98225","6 out of 10","0 out of 9","6 out of 10","0.98898","8 out of 10","5 out of 9","8 out of 10","37"
"230020","OAKWOOD HOSPITAL - DEARBORN","18101 OAKWOOD BLVD","Royal Oak","MI","48073","WAYNE","0.95756","0 out of 10","0 out of 9","0 out of 10","0.99467","6 out of 10","7 out of 9","7 out of 10","0.94167","0 out of 10","0 out of 9","0 out of 10","0.97479","4 out of 10","6 out of 9","6 out of 10","0.84937","0 out of 10","0 out of 9","0 out of 10","13"
"230021","LAKELAND HOSPITAL, ST JOSEPH","1234 NAPIER AVENUE","St. Joseph","MI","49085","BERRIEN","0.98792","2 out of 10","0 out of 9","2 out of 10","0.98309","0 out of 10","0 out of 9","0 out of 10","0.97800","2 out of 10","0 out of 9","2 out of 10","0.98913","8 out of 10","4 out of 9","8 out of 10","0.98315","7 out of 10","3 out of 9","7 out of 10","19"
"230022","COMMUNITY HEALTH CENTER OF BRANCH COUNTY","274 E CHICAGO ST","Coldwater","MI","49036","BRANCH","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99194","4 out of 10","8 out of 9","8 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.98438","7 out of 10","9 out of 9","9 out of 10","37"
