Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,Start_Date,End_Date
"454009","RUSK STATE HOSP","805 N DICKINSON DR","RUSK","TX","75785","CHEROKEE","Hours of physical-restraint use","0.12","69.55","23737","","Not Available","0","0","7","Not Available","0","0","7","0.14","69.55","20045","","0.00","0","3692","","Hours of seclusion","0.01","5.67","23737","","Not Available","0","0","7","Not Available","0","0","7","0.01","5.67","20045","","0.00","0","3692","","Patients discharged on multiple antipsychotic medications","8.70","18","207","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.62","259","260","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","95.00","247","260","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
"454011","SAN ANTONIO STATE HOSP  STATE SCHOOL","6711 S NEW BRAUNFELS AVE","SAN ANTONIO","TX","78223","BEXAR","Hours of physical-restraint use","0.75","506.12","28226","","Not Available","0","0","7","Not Available","0","0","7","0.85","494.77","24357","","0.12","11.35","3869","","Hours of seclusion","0.01","4.4","28226","","Not Available","0","0","7","Not Available","0","0","7","0.01","4.4","24357","","0.00","0","3869","","Patients discharged on multiple antipsychotic medications","8.41","43","511","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","73.81","31","42","","Not Available","0","0","7","Not Available","0","0","7","73.81","31","42","","Not Available","0","0","7","Post-discharge continuing care plan created","99.64","826","829","","Not Available","0","0","7","Not Available","0","0","7","99.63","815","818","","100.00","11","11","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","87.58","726","829","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
"454012","MILLWOOD HOSPITAL","1011 NORTH COOPER STREET","ARLINGTON","TX","76011","TARRANT","Hours of physical-restraint use","0.03","16.33","26248","","0.06","5.48","3777","","0.05","7.38","6292","","0.01","3.47","13521","","0.00","0","2658","","Hours of seclusion","0.03","18.28","26248","","0.09","8.45","3777","","0.02","3.73","6292","","0.02","6.1","13521","","0.00","0","2658","","Patients discharged on multiple antipsychotic medications","3.85","14","364","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.70","1001","1004","","99.47","186","187","","100.00","221","221","","100.00","429","429","","98.80","165","167","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.50","999","1004","","99.47","186","187","","99.55","220","221","","99.77","428","429","","98.80","165","167","","04/01/2013","12/31/2013"
"454014","KERRVILLE STATE HOSP","721 THOMPSON DR","KERRVILLE","TX","78028","KERR","Hours of physical-restraint use","0.00",".64","11787","","Not Available","0","0","7","Not Available","0","0","7","0.00",".21","9039","","0.01",".43","2748","","Hours of seclusion","0.00","0","11787","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","9039","","0.00","0","2748","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Post-discharge continuing care plan created","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
"454018","RED RIVER HOSPITAL","1505 8TH ST","WICHITA FALLS","TX","76301","WICHITA","Hours of physical-restraint use","0.01","2.54","17091","","0.01",".2","664","","0.04","1.7","1626","","0.00",".39","12925","","0.01",".25","1876","","Hours of seclusion","0.01","2.79","17091","","0.12","1.97","664","","0.02",".82","1626","","0.00","0","12925","","0.00","0","1876","","Patients discharged on multiple antipsychotic medications","7.95","19","239","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","94.11","447","475","","100.00","68","68","","99.06","105","106","","90.05","172","191","","92.73","102","110","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","04/01/2013","12/31/2013"
"454026","WEST OAKS HOSPITAL","6500 HORNWOOD","HOUSTON","TX","77074","HARRIS","Hours of physical-restraint use","0.03","19.49","27746","","0.08","4.86","2630","","0.03","4.03","5803","","0.02","10.5","18690","","0.01",".1","623","","Hours of seclusion","0.11","74.24","27746","","0.10","6.02","2630","","0.16","21.91","5803","","0.10","46.31","18690","","0.00","0","623","","Patients discharged on multiple antipsychotic medications","9.44","78","826","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","64.62","42","65","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.13","1144","1154","","98.85","172","174","","98.78","243","246","","99.41","672","676","","98.28","57","58","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","95.84","1106","1154","","96.55","168","174","","93.50","230","246","","96.45","652","676","","96.55","56","58","","04/01/2013","12/31/2013"
"454029","SETON SHOAL CREEK HOSPITAL","3501 MILLS AVE","AUSTIN","TX","78731","TRAVIS","Hours of physical-restraint use","0.01","6.51","18629","","0.05","1.09","946","","0.01",".88","4028","","0.01","2.07","13188","","0.22","2.47","467","","Hours of seclusion","0.00","1.72","18629","","0.04","1","946","","0.01",".72","4028","","0.00","0","13188","","0.00","0","467","","Patients discharged on multiple antipsychotic medications","3.54","15","424","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00","756","756","","100.00","117","117","","100.00","141","141","","100.00","427","427","","100.00","71","71","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","85.98","650","756","","77.78","91","117","","81.56","115","141","","89.23","381","427","","88.73","63","71","","04/01/2013","12/31/2013"
"454050","GLEN OAKS HOSPITAL","301 E DIVISION BOX 1885","GREENVILLE","TX","75401","HUNT","Hours of physical-restraint use","0.02","4.9","10580","","0.02",".38","874","","0.08","4.12","2123","","0.00",".4","7282","","0.00","0","301","","Hours of seclusion","0.05","11.44","10580","","0.28","5.93","874","","0.11","5.41","2123","","0.00",".1","7282","","0.00","0","301","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00","568","568","","100.00","142","142","","100.00","195","195","","100.00","202","202","","100.00","29","29","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","87.68","498","568","","90.14","128","142","","86.15","168","195","","87.13","176","202","","89.66","26","29","","04/01/2013","12/31/2013"
"454060","LAUREL RIDGE TREATMENT CENTER","17720 CORPORATE WOODS DRIVE","SAN ANTONIO","TX","78259","BEXAR","Hours of physical-restraint use","0.04","39.8","45256","","0.12","10.95","3818","","0.09","18.03","8317","","0.01","10.82","32430","","0.00","0","691","","Hours of seclusion","0.12","131.42","45256","","0.39","36.01","3818","","0.16","31.88","8317","","0.08","63.53","32430","","0.00","0","691","","Patients discharged on multiple antipsychotic medications","2.48","18","727","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","93.33","14","15","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00","1207","1207","","100.00","205","205","","100.00","298","298","","100.00","630","630","","100.00","74","74","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.10","1172","1207","","97.07","199","205","","95.97","286","298","","97.78","616","630","","95.95","71","74","","04/01/2013","12/31/2013"
"454064","RIVER CREST HOSP","1636 HUNTERS GLEN ROAD","SAN ANGELO","TX","76901","TOM GREEN","Hours of physical-restraint use","0.03","11.28","14015","","0.21","3.62","702","","0.09","6.13","2995","","0.01","1.53","9892","","0.00","0","426","","Hours of seclusion","0.01","4.88","14015","","0.11","1.89","702","","0.03","2.47","2995","","0.00",".52","9892","","0.00","0","426","","Patients discharged on multiple antipsychotic medications","3.57","15","420","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","84.62","11","13","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00","614","614","","100.00","98","98","","100.00","171","171","","100.00","307","307","","100.00","38","38","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","94.46","580","614","","95.92","94","98","","98.83","169","171","","92.18","283","307","","89.47","34","38","","04/01/2013","12/31/2013"
"454065","HICKORY TRAIL HOSPITAL","2000 N OLD HICKORY TRAIL","DESOTO","TX","75115","DALLAS","Hours of physical-restraint use","0.01","5.11","18193","","0.00","0","1421","","0.01",".39","2598","","0.02","4.45","11641","","0.00",".27","2533","","Hours of seclusion","0.03","15.27","18193","","0.02",".52","1421","","0.07","4.3","2598","","0.03","9.43","11641","","0.02","1.02","2533","","Patients discharged on multiple antipsychotic medications","5.24","30","572","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","82.14","23","28","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00","886","886","","100.00","165","165","","100.00","176","176","","100.00","364","364","","100.00","181","181","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","93.45","828","886","","93.94","155","165","","97.73","172","176","","91.48","333","364","","92.82","168","181","","04/01/2013","12/31/2013"
"454069","AUSTIN LAKES HOSPITAL","1025 EAST 32ND STREET","AUSTIN","TX","78765","TRAVIS","Hours of physical-restraint use","0.04","14.14","14033","","Not Available","0","0","7","Not Available","0","0","7","0.04","13.92","13093","","0.01",".22","940","","Hours of seclusion","0.33","112.7","14033","","Not Available","0","0","7","Not Available","0","0","7","0.36","112.7","13093","","0.00","0","940","","Patients discharged on multiple antipsychotic medications","13.65","52","381","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","39.13","18","46","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","89.31","543","608","","Not Available","0","0","7","Not Available","0","0","7","90.04","461","512","","85.42","82","96","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","80.10","487","608","","Not Available","0","0","7","Not Available","0","0","7","81.05","415","512","","75.00","72","96","","04/01/2013","12/31/2013"
"454076","HARRIS CTY PSYCHIATRIC CTR","2800 MACGREGOR WAY","HOUSTON","TX","77021","HARRIS","Hours of physical-restraint use","0.00","0","49679","","0.00","0","552","","0.00","0","2998","","0.00","0","45500","","0.00","0","629","","Hours of seclusion","0.18","220.04","49679","","0.00","0","552","","0.05","3.91","2998","","0.20","216.13","45500","","0.00","0","629","","Patients discharged on multiple antipsychotic medications","3.18","15","472","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.32","731","736","","97.92","94","96","","99.14","115","116","","99.58","472","474","","100.00","50","50","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","88.72","653","736","","86.46","83","96","","92.24","107","116","","88.82","421","474","","84.00","42","50","","04/01/2013","12/31/2013"
"454081","TIMBERLAWN MENTAL HEALTH SYSTEM","4600 SAMUELL BLVD PO BOX 151489","DALLAS","TX","75315","DALLAS","Hours of physical-restraint use","0.03","26.23","33465","","0.10","3.93","1694","","0.07","10.77","6002","","0.02","10.88","21635","","0.01",".65","4134","","Hours of seclusion","0.10","76.37","33465","","0.30","12.05","1694","","0.11","16.54","6002","","0.09","47.78","21635","","0.00","0","4134","","Patients discharged on multiple antipsychotic medications","2.22","15","677","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","97.07","1294","1333","","96.83","183","189","","96.00","288","300","","97.75","651","666","","96.63","172","178","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","95.57","1274","1333","","95.24","180","189","","93.67","281","300","","96.25","641","666","","96.63","172","178","","04/01/2013","12/31/2013"
"454083","INTRACARE NORTH HOSPITAL","1120 CYPRESS STATION DR","HOUSTON","TX","77090","HARRIS","Hours of physical-restraint use","0.02","7.65","16601","","0.04","1.7","1955","","0.03","2.7","3693","","0.01","3.23","10901","","0.02",".02","52","","Hours of seclusion","0.02","7.64","16601","","0.04","1.7","1955","","0.03","2.7","3693","","0.01","3.23","10901","","0.01",".01","52","","Patients discharged on multiple antipsychotic medications","4.16","18","433","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","64.71","11","17","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","64.39","405","629","","66.67","86","129","","60.29","82","136","","66.56","209","314","","56.00","28","50","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","55.75","349","626","","53.49","69","129","","51.47","70","136","","59.16","184","311","","52.00","26","50","","04/01/2013","12/31/2013"
"454084","AUSTIN STATE HOSPITAL","4110 GUADALUPE","AUSTIN","TX","78751","TRAVIS","Hours of physical-restraint use","1.14","1203.05","43963","","Not Available","0","0","7","0.00","0","45","","1.30","1200.08","38460","","0.02","2.97","5458","","Hours of seclusion","0.00","0","43963","","Not Available","0","0","7","0.00","0","45","","0.00","0","38460","","0.00","0","5458","","Patients discharged on multiple antipsychotic medications","9.68","60","620","","Not Available","0","0","7","Not Available","0","0","7","9.87","60","608","","0.00","0","12","","Patients discharged on multiple antipsychotic medications with appropriate justification","78.95","45","57","","Not Available","0","0","7","Not Available","0","0","7","78.95","45","57","","Not Available","0","0","7","Post-discharge continuing care plan created","99.23","778","784","","Not Available","0","0","7","Not Available","0","0","7","99.22","760","766","","100.00","18","18","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","94.26","739","784","","Not Available","0","0","7","Not Available","0","0","7","94.13","721","766","","100.00","18","18","","04/01/2013","12/31/2013"
"454088","RIO GRANDE STATE CENTER","1401 RANGERVILLE ROAD","HARLINGEN","TX","78550","CAMERON","Hours of physical-restraint use","0.44","142.63","13637","","Not Available","0","0","7","Not Available","0","0","7","0.44","142.63","13448","","0.00","0","189","","Hours of seclusion","0.04","14.05","13637","","Not Available","0","0","7","Not Available","0","0","7","0.04","14.05","13448","","0.00","0","189","","Patients discharged on multiple antipsychotic medications","4.43","14","316","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.33","597","601","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","89.68","539","601","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
"454093","SUNRISE CANYON HOSPITAL","1950 ASPEN AVENUE","LUBBOCK","TX","79408","LUBBOCK","Hours of physical-restraint use","0.00","0","6595","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","6537","","0.00","0","58","","Hours of seclusion","0.00",".27","6595","","Not Available","0","0","7","Not Available","0","0","7","0.00",".27","6537","","0.00","0","58","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.40","165","166","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","68.67","114","166","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
"454094","GREEN OAKS HOSPITAL","7808 CLODUS FIELDS DRIVE","DALLAS","TX","75251","DALLAS","Hours of physical-restraint use","0.16","126.17","33804","","0.00","0","61","","0.18","9.69","2200","","0.17","115.74","28844","","0.01",".74","2699","","Hours of seclusion","0.13","103.15","33804","","0.00","0","61","","0.01",".43","2200","","0.14","96.94","28844","","0.09","5.78","2699","","Patients discharged on multiple antipsychotic medications","6.07","35","577","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","77.42","24","31","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","93.69","816","871","","100.00","21","21","","96.82","152","157","","92.28","502","544","","94.63","141","149","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","93.00","810","871","","95.24","20","21","","96.18","151","157","","91.54","498","544","","94.63","141","149","","04/01/2013","12/31/2013"
"454098","ABILENE BEHAVIORAL HEALTH LLC","4225 WOODS PLACE","ABILENE","TX","79608","TAYLOR","Hours of physical-restraint use","0.14","56.45","16647","","0.18","11.42","2694","","0.24","33.38","5684","","0.07","11.6","7354","","0.00",".05","915","","Hours of seclusion","0.05","20.75","16647","","0.06","3.77","2694","","0.05","7.25","5684","","0.06","9.73","7354","","0.00","0","915","","Patients discharged on multiple antipsychotic medications","5.45","18","330","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.61","639","648","","98.37","121","123","","99.50","201","202","","98.23","278","283","","97.50","39","40","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","98.61","638","647","","97.56","120","123","","99.50","201","202","","98.58","278","282","","97.50","39","40","","04/01/2013","12/31/2013"
"454100","EL PASO PSYCHIATRIC CENTER","4615 ALAMEDA AVENUE","EL PASO","TX","79905","EL PASO","Hours of physical-restraint use","0.49","117.15","10041","","Not Available","0","0","7","Not Available","0","0","7","0.50","117","9732","","0.02",".15","309","","Hours of seclusion","0.02","5.78","10041","","Not Available","0","0","7","Not Available","0","0","7","0.02","4.9","9732","","0.12",".88","309","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.80","511","512","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","77.34","396","512","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
