Provider_ID,Hospital_Name,Measure_ID,Gastrointestinal,Eye,Nervous System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Start_Date,End_Date
"310025","BAYONNE MEDICAL CENTER","OP-26","1675","18","11","162","11","290","0","01/01/2013","12/31/2013"
"310027","TRINITAS REGIONAL MEDICAL CENTER","OP-26","2824","171","518","1174","845","318","527","01/01/2013","12/31/2013"
"310028","NEWTON MEDICAL CENTER","OP-26","874","0","53","371","1034","135","162","01/01/2013","12/31/2013"
"310029","OUR LADY OF LOURDES MEDICAL CENTER","OP-26","1989","212","14","99","139","149","596","01/01/2013","12/31/2013"
"310031","DEBORAH HEART AND LUNG CENTER","OP-26","0","0","0","0","0","0","2672","01/01/2013","12/31/2013"
"310032","INSPIRA HEALTH NETWORK","OP-26","3420","0","785","1835","1831","594","315","01/01/2013","12/31/2013"
"310034","RIVERVIEW MEDICAL CENTER","OP-26","1965","358","794","312","152","688","420","01/01/2013","12/31/2013"
"310038","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","OP-26","3323","49","363","445","496","746","1014","01/01/2013","12/31/2013"
"310039","RARITAN BAY MEDICAL CENTER","OP-26","1559","117","1530","1255","897","537","214","01/01/2013","12/31/2013"
"310040","HOBOKEN UNIVERSITY MEDICAL CENTER","OP-26","502","66","149","894","1329","104","46","01/01/2013","12/31/2013"
"310041","COMMUNITY MEDICAL CENTER","OP-26","1843","84","98","752","2654","650","936","01/01/2013","12/31/2013"
"310044","CAPITAL HEALTH MEDICAL CENTER - HOPEWELL","OP-26","3379","385","238","1502","1998","801","794","01/01/2013","12/31/2013"
"310045","ENGLEWOOD HOSPITAL AND MEDICAL CENTER","OP-26","2067","796","645","1144","4723","651","1209","01/01/2013","12/31/2013"
"310047","SHORE MEDICAL CENTER","OP-26","1343","92","120","1799","2952","151","552","01/01/2013","12/31/2013"
"310048","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET","OP-26","2545","582","168","424","384","467","405","01/01/2013","12/31/2013"
"310050","SAINT CLARE'S HOSPITAL","OP-26","1604","557","120","526","157","526","127","01/01/2013","12/31/2013"
"310051","OVERLOOK MEDICAL CENTER","OP-26","4619","279","760","1705","5264","790","626","01/01/2013","12/31/2013"
"310052","OCEAN MEDICAL CENTER","OP-26","1405","31","377","920","1567","344","700","01/01/2013","12/31/2013"
"310054","HACKENSACKUMC MOUNTAINSIDE","OP-26","4735","140","606","464","63","1803","82","01/01/2013","12/31/2013"
"310057","VIRTUA MEMORIAL ","OP-26","1361","0","28","138","140","318","302","01/01/2013","12/31/2013"
"310058","BERGEN REGIONAL MEDICAL CENTER","OP-26","1021","35","154","107","68","30","72","01/01/2013","12/31/2013"
"310060","ST. LUKE'S WARREN HOSPITAL","OP-26","1794","1174","1386","388","1637","190","187","01/01/2013","12/31/2013"
"310061","LOURDES MEDICAL CENTER OF BURLINGTON COUNTY","OP-26","1909","0","645","636","92","276","52","01/01/2013","12/31/2013"
"310064","ATLANTICARE REGIONAL MEDICAL CENTER","OP-26","1472","0","86","450","123","567","568","01/01/2013","12/31/2013"
"310069","INSPIRA MEDICAL CENTER ELMER","OP-26","891","48","203","751","412","110","14","01/01/2013","12/31/2013"
"310070","SAINT PETER'S UNIVERSITY HOSPITAL","OP-26","1802","0","186","1103","7640","832","620","01/01/2013","12/31/2013"
"310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","OP-26","2039","135","89","217","260","421","757","01/01/2013","12/31/2013"
"310074","JERSEY CITY MEDICAL CENTER ","OP-26","1154","71","305","340","295","208","257","01/01/2013","12/31/2013"
"310075","MONMOUTH MEDICAL CENTER","OP-26","1960","0","1054","789","927","674","492","01/01/2013","12/31/2013"
"310076","SAINT BARNABAS MEDICAL CENTER","OP-26","1645","0","215","429","3472","1318","1168","01/01/2013","12/31/2013"
"310081","INSPIRA MEDICAL CENTER WOODBURY","OP-26","745","0","428","181","113","372","277","01/01/2013","12/31/2013"
"310083","EAST ORANGE GENERAL HOSPITAL","OP-26","938","332","247","404","787","48","62","01/01/2013","12/31/2013"
"310084","MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS","OP-26","410","63","246","245","991","301","306","01/01/2013","12/31/2013"
"310086","KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","OP-26","2530","119","2196","983","146","958","600","01/01/2013","12/31/2013"
"310091","MEMORIAL HOSPITAL OF SALEM COUNTY","OP-26","1108","590","0","66","0","203","0","01/01/2013","12/31/2013"
"310092","CAPITAL HEALTH REGIONAL MEDICAL CENTER","OP-26","847","11","244","981","1499","323","1124","01/01/2013","12/31/2013"
"310096","SAINT MICHAEL'S MEDICAL CENTER, INC","OP-26","3748","466","0","357","400","207","1162","01/01/2013","12/31/2013"
"310108","JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","OP-26","2950","1140","944","6715","5261","876","970","01/01/2013","12/31/2013"
"310110","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","OP-26","2221","206","95","597","309","774","408","01/01/2013","12/31/2013"
"310111","CENTRASTATE MEDICAL CENTER","OP-26","3018","100","481","1146","960","3018","354","01/01/2013","12/31/2013"
"310112","BAYSHORE COMMUNITY HOSPITAL","OP-26","2355","64","527","288","146","144","117","01/01/2013","12/31/2013"
"310113","SOUTHERN OCEAN MEDICAL CENTER","OP-26","1497","0","258","268","66","243","152","01/01/2013","12/31/2013"
"310115","HACKETTSTOWN REGIONAL MEDICAL CENTER","OP-26","916","161","193","405","1082","216","234","01/01/2013","12/31/2013"
"310118","MEADOWLANDS HOSPITAL MEDICAL CENTER","OP-26","1686","0","1458","299","113","58","5","01/01/2013","12/31/2013"
"310119","THE UNIVERSITY HOSPITAL","OP-26","2393","597","322","502","2523","208","420","01/01/2013","12/31/2013"
"310130","HACKENSACK UMC AT PASCACK VALLEY","OP-26","29","0","11","80","7","26","18","01/01/2013","12/31/2013"
"320001","UNIVERSITY OF NEW MEXICO HOSPITAL","OP-26","8407","1879","2070","6538","6936","2102","1222","01/01/2013","12/31/2013"
"320002","ST VINCENT HOSPITAL","OP-26","836","0","104","1932","3387","465","513","01/01/2013","12/31/2013"
"320003","ALTA VISTA REGIONAL HOSPITAL","OP-26","170","0","6","49","7","2","4","01/01/2013","12/31/2013"
"320004","GERALD CHAMPION REGIONAL MEDICAL CENTER","OP-26","1269","260","1157","343","848","113","99","01/01/2013","12/31/2013"
"320005","SAN JUAN REGIONAL MEDICAL CENTER","OP-26","811","0","16","142","965","0","510","01/01/2013","12/31/2013"
"320006","EASTERN NEW MEXICO MEDICAL CENTER","OP-26","916","0","110","241","152","385","121","01/01/2013","12/31/2013"
"320009","LOVELACE MEDICAL CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"320011","PRESBYTERIAN ESPANOLA HOSPITAL","OP-26","0","0","0","1","8","12","9","01/01/2013","12/31/2013"
"320013","HOLY CROSS HOSPITAL","OP-26","708","0","42","986","1016","69","14","01/01/2013","12/31/2013"
"320016","GILA REGIONAL MEDICAL CENTER","OP-26","199","209","77","0","74","60","0","01/01/2013","12/31/2013"
"320017","LOVELACE WOMEN'S HOSPITAL","OP-26","3095","0","154","681","197","185","8","01/01/2013","12/31/2013"
"320018","MEMORIAL MEDICAL CENTER INC","OP-26","988","208","556","391","82","587","431","01/01/2013","12/31/2013"
"320021","PRESBYTERIAN HOSPITAL","OP-26","653","0","939","4007","1240","187","754","01/01/2013","12/31/2013"
"320022","PLAINS REGIONAL MEDICAL CENTER","OP-26","26","0","0","149","68","121","177","01/01/2013","12/31/2013"
"320030","ARTESIA GENERAL HOSPITAL","OP-26","630","0","113","335","55","59","13","01/01/2013","12/31/2013"
"320033","LOS ALAMOS MEDICAL CENTER","OP-26","546","0","34","157","109","51","16","01/01/2013","12/31/2013"
"320038","REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"320060","ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"320063","CARLSBAD MEDICAL CENTER","OP-26","1190","205","28","83","64","129","92","01/01/2013","12/31/2013"
"320065","LEA REGIONAL MEDICAL CENTER","OP-26","21","0","27","17","18","12","0","01/01/2013","12/31/2013"
"320067","GUADALUPE COUNTY HOSPITAL","OP-26","0","0","0","0","0","0","0","01/01/2013","12/31/2013"
"320074","LOVELACE WESTSIDE HOSPITAL","OP-26","361","0","0","557","592","0","37","01/01/2013","12/31/2013"
"320084","ROOSEVELT GENERAL HOSPITAL","OP-26","587","0","1653","61","10","0","4","01/01/2013","12/31/2013"
"320085","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","OP-26","540","0","135","855","1764","114","354","01/01/2013","12/31/2013"
"320086","LOVELACE REGIONAL HOSPITAL - ROSWELL","OP-26","2204","1207","302","246","21","13","175","01/01/2013","12/31/2013"
"320089","UNM SANDOVAL REGIONAL MEDICAL CENTER","OP-26","518","0","61","763","84","612","8","01/01/2013","12/31/2013"
"321305","NOR-LEA HOSPITAL DISTRICT","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"321307","MINERS' COLFAX MEDICAL CENTER","OP-26","222","112","0","0","103","17","0","01/01/2013","12/31/2013"
"321308","CIBOLA GENERAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"321309","MIMBRES MEMORIAL HOSPITAL","OP-26","337","308","0","9","254","0","0","01/01/2013","12/31/2013"
"330003","ALBANY MEMORIAL HOSPITAL","OP-26","2246","116","78","413","5731","239","108","01/01/2013","12/31/2013"
"330004","HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS","OP-26","1220","159","197","727","1126","171","182","01/01/2013","12/31/2013"
"330005","KALEIDA HEALTH","OP-26","12648","12","1544","1210","364","1904","3094","01/01/2013","12/31/2013"
"330006","ST JOSEPH'S MEDICAL CENTER","OP-26","791","115","39","267","15","402","45","01/01/2013","12/31/2013"
"330008","WYOMING COUNTY COMMUNITY HOSPITAL","OP-26","905","471","14","38","50","28","16","01/01/2013","12/31/2013"
"330009","BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION","OP-26","6203","417","47","1527","3776","741","130","01/01/2013","12/31/2013"
"330011","LOURDES HOSPITAL","OP-26","6681","1531","44","1403","168","587","266","01/01/2013","12/31/2013"
"330013","ALBANY MEDICAL CENTER HOSPITAL","OP-26","7882","470","1889","379","308","489","2126","01/01/2013","12/31/2013"
"330014","JAMAICA HOSPITAL MEDICAL CENTER","OP-26","1629","258","259","114","85","279","66","01/01/2013","12/31/2013"
"330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","OP-26","227","820","896","494","34","267","53","01/01/2013","12/31/2013"
"330023","VASSAR BROTHERS MEDICAL CENTER","OP-26","793","1008","1368","711","732","633","961","01/01/2013","12/31/2013"
"330024","MOUNT SINAI HOSPITAL","OP-26","48781","3135","224","7514","5896","8851","4889","01/01/2013","12/31/2013"
"330027","NASSAU UNIVERSITY MEDICAL CENTER","OP-26","0","668","2","420","0","176","9","01/01/2013","12/31/2013"
"330028","RICHMOND UNIVERSITY MEDICAL CENTER","OP-26","4526","458","1336","931","1202","1084","200","01/01/2013","12/31/2013"
"330030","NEWARK-WAYNE COMMUNITY HOSPITAL","OP-26","1383","174","189","516","28","514","38","01/01/2013","12/31/2013"
"330033","CHENANGO MEMORIAL HOSPITAL, INC","OP-26","368","610","51","105","21","15","0","01/01/2013","12/31/2013"
"330043","NS/LIJ HS SOUTHSIDE HOSPITAL","OP-26","1908","7","2229","660","59","318","111","01/01/2013","12/31/2013"
"330044","FAXTON-ST LUKE'S HEALTHCARE","OP-26","4721","1281","192","803","2062","563","594","01/01/2013","12/31/2013"
"330045","NS/LIJ HS HUNTINGTON HOSPITAL","OP-26","2246","352","146","728","38","501","250","01/01/2013","12/31/2013"
"330046","MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL","OP-26","3742","0","1754","1694","79","1436","746","01/01/2013","12/31/2013"
"330047","ST MARY'S HEALTHCARE","OP-26","2142","167","13","307","15","749","54","01/01/2013","12/31/2013"
"330049","NORTHERN DUTCHESS HOSPITAL","OP-26","711","205","105","510","102","396","22","01/01/2013","12/31/2013"
"330053","MEDINA MEMORIAL HOSPITAL","OP-26","531","280","46","13","43","144","4","01/01/2013","12/31/2013"
"330055","NEW YORK HOSPITAL QUEENS","OP-26","3558","1012","470","2000","457","1233","669","01/01/2013","12/31/2013"
"330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","OP-26","3414","0","247","274","71","761","173","01/01/2013","12/31/2013"
"330057","ST PETERS HOSPITAL","OP-26","6307","0","9","952","1582","1039","696","01/01/2013","12/31/2013"
"330058","FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL","OP-26","2710","511","354","1086","1690","47","147","01/01/2013","12/31/2013"
"330059","MONTEFIORE MEDICAL CENTER","OP-26","11594","3032","4057","31435","13844","3653","1080","01/01/2013","12/31/2013"
"330061","LAWRENCE HOSPITAL CENTER","OP-26","1459","197","46","544","42","124","105","01/01/2013","12/31/2013"
"330065","NIAGARA FALLS MEMORIAL MEDICAL CENTER","OP-26","1875","8","78","158","34","141","76","01/01/2013","12/31/2013"
"330073","UNITED MEMORIAL MEDICAL CENTER","OP-26","2593","683","934","1228","999","362","72","01/01/2013","12/31/2013"
"330074","F F THOMPSON HOSPITAL","OP-26","200","1184","34","949","15","195","44","01/01/2013","12/31/2013"
"330078","SISTERS OF CHARITY HOSPITAL","OP-26","4502","173","275","1141","187","1140","397","01/01/2013","12/31/2013"
"330079","ADIRONDACK MEDICAL CENTER","OP-26","2071","150","277","384","49","521","126","01/01/2013","12/31/2013"
"330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","OP-26","2179","215","290","161","172","1318","206","01/01/2013","12/31/2013"
"330084","ALICE HYDE MEDICAL CENTER","OP-26","1415","226","0","856","0","213","0","01/01/2013","12/31/2013"
"330085","AURELIA OSBORN FOX MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"330086","MONTEFIORE MOUNT VERNON HOSPITAL","OP-26","467","199","8","122","10","52","20","01/01/2013","12/31/2013"
"330088","EASTERN LONG ISLAND HOSPITAL","OP-26","411","297","3164","83","6","38","12","01/01/2013","12/31/2013"
"330090","ARNOT OGDEN MEDICAL CENTER","OP-26","299","6","160","486","48","283","237","01/01/2013","12/31/2013"
"330094","COLUMBIA MEMORIAL HOSPITAL","OP-26","2267","421","2969","494","1161","336","162","01/01/2013","12/31/2013"
"330096","JONES MEMORIAL HOSPITAL","OP-26","419","781","396","1121","46","110","50","01/01/2013","12/31/2013"
"330100","NY EYE AND EAR INFIRMARY OF MOUNT SINAI","OP-26","0","14566","0","0","78","0","0","01/01/2013","12/31/2013"
"330101","NEW YORK-PRESBYTERIAN HOSPITAL","OP-26","20365","3918","3062","2736","2784","4135","4348","01/01/2013","12/31/2013"
"330102","KENMORE MERCY HOSPITAL","OP-26","3987","0","528","375","126","61","459","01/01/2013","12/31/2013"
"330103","OLEAN GENERAL HOSPITAL","OP-26","4322","702","0","723","36","277","102","01/01/2013","12/31/2013"
"330104","NYACK HOSPITAL","OP-26","914","180","60","763","22","238","114","01/01/2013","12/31/2013"
"330106","NS/LIJ HS-NORTH SHORE UNIVERSITY HOSPITAL AT MANHASSET","OP-26","6380","2912","5665","2658","1157","4929","207","01/01/2013","12/31/2013"
"330107","PECONIC BAY MEDICAL CENTER","OP-26","988","908","649","562","189","164","173","01/01/2013","12/31/2013"
"330108","ST JOSEPH'S HOSPITAL, INC","OP-26","928","0","61","231","2","186","1","01/01/2013","12/31/2013"
"330111","BERTRAND CHAFFEE HOSPITAL","OP-26","777","26","12","71","14","117","0","01/01/2013","12/31/2013"
"330115","ONEIDA HEALTHCARE CENTER","OP-26","12352","0","660","935","2539","309","889","01/01/2013","12/31/2013"
"330119","LENOX HILL HOSPITAL","OP-26","3216","3129","24","4027","1746","1433","392","01/01/2013","12/31/2013"
"330125","ROCHESTER GENERAL HOSPITAL","OP-26","6693","273","458","850","370","1472","2202","01/01/2013","12/31/2013"
"330126","ORANGE REGIONAL MEDICAL CENTER","OP-26","4058","909","204","217","842","800","887","01/01/2013","12/31/2013"
"330127","JACOBI MEDICAL CENTER","OP-26","1537","109","52","840","2446","617","180","01/01/2013","12/31/2013"
"330128","ELMHURST HOSPITAL CENTER","OP-26","1212","704","165","289","900","471","195","01/01/2013","12/31/2013"
"330132","TLC HEALTH NETWORK LAKE SHORE","OP-26","1035","433","32","98","4","2","6","01/01/2013","12/31/2013"
"330135","BON SECOURS COMMUNITY HOSPITAL","OP-26","784","0","58","520","117","76","29","01/01/2013","12/31/2013"
"330136","BASSETT HEALTHCARE","OP-26","7303","4441","4970","10055","13680","1697","616","01/01/2013","12/31/2013"
"330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","OP-26","4890","0","2495","2037","5440","1037","806","01/01/2013","12/31/2013"
"330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","OP-26","2122","667","571","1098","2961","197","114","01/01/2013","12/31/2013"
"330144","IRA DAVENPORT MEMORIAL HOSPITAL, INC","OP-26","223","4","46","30","9","7","3","01/01/2013","12/31/2013"
"330151","ST JAMES MERCY HOSPITAL","OP-26","367","199","15","11","18","68","21","01/01/2013","12/31/2013"
"330153","ELLIS HOSPITAL","OP-26","5236","1649","1037","1931","1712","918","371","01/01/2013","12/31/2013"
"330157","SAMARITAN MEDICAL CENTER","OP-26","2609","660","1524","652","522","499","157","01/01/2013","12/31/2013"
"330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","OP-26","1912","704","724","238","75","515","83","01/01/2013","12/31/2013"
"330160","STATEN ISLAND UNIVERSITY HOSPITAL","OP-26","5761","1962","14","975","44","995","372","01/01/2013","12/31/2013"
"330162","NORTHERN WESTCHESTER HOSPITAL","OP-26","2881","389","741","839","442","511","245","01/01/2013","12/31/2013"
"330163","EASTERN NIAGARA HOSPITAL","OP-26","958","732","392","47","53","570","24","01/01/2013","12/31/2013"
"330164","HIGHLAND HOSPITAL","OP-26","2927","53","510","227","92","701","228","01/01/2013","12/31/2013"
"330166","WESTFIELD MEMORIAL HOSPITAL, INC","OP-26","417","419","35","38","51","10","0","01/01/2013","12/31/2013"
"330167","WINTHROP-UNIVERSITY HOSPITAL","OP-26","3605","753","2124","1043","331","1550","904","01/01/2013","12/31/2013"
"330169","MOUNT SINAI BETH ISRAEL","OP-26","8334","0","5743","3737","98","1164","2162","01/01/2013","12/31/2013"
"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","OP-26","1270","43","41","40","56","296","62","01/01/2013","12/31/2013"
"330180","SAMARITAN HOSPITAL","OP-26","4685","820","0","569","120","330","179","01/01/2013","12/31/2013"
"330181","NS/LIJ HS-NORTH SHORE UNIV HOSP AT GLEN COVE","OP-26","1176","267","295","1003","6","45","2","01/01/2013","12/31/2013"
"330182","ST FRANCIS HOSPITAL - THE HEART CENTER","OP-26","2289","467","1348","1009","83","70","356","01/01/2013","12/31/2013"
"330184","MONTEFIORE NEW ROCHELLE HOSPITAL","OP-26","3097","0","656","740","43","128","39","01/01/2013","12/31/2013"
"330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","OP-26","1665","1550","975","558","31","629","153","01/01/2013","12/31/2013"
"330188","MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER","OP-26","5058","0","472","569","49","817","60","01/01/2013","12/31/2013"
"330191","GLENS FALLS HOSPITAL","OP-26","2617","1482","1309","1153","237","779","523","01/01/2013","12/31/2013"
"330193","FLUSHING HOSPITAL MEDICAL CENTER","OP-26","504","504","131","885","84","566","46","01/01/2013","12/31/2013"
"330194","MAIMONIDES MEDICAL CENTER","OP-26","3985","0","880","277","168","2189","31","01/01/2013","12/31/2013"
"330195","NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER","OP-26","4096","1","1","1022","3276","1704","353","01/01/2013","12/31/2013"
"330196","CONEY ISLAND HOSPITAL","OP-26","1908","193","26","127","717","127","119","01/01/2013","12/31/2013"
"330197","CANTON-POTSDAM HOSPITAL","OP-26","4026","727","1320","872","243","1129","79","01/01/2013","12/31/2013"
"330198","SOUTH NASSAU COMMUNITIES HOSPITAL","OP-26","2180","380","2620","1241","38","970","123","01/01/2013","12/31/2013"
"330199","METROPOLITAN HOSPITAL CENTER","OP-26","2171","670","0","969","259","316","0","01/01/2013","12/31/2013"
"330201","KINGSBROOK JEWISH MEDICAL CENTER","OP-26","1361","0","0","1096","2794","145","674","01/01/2013","12/31/2013"
"330202","KINGS COUNTY HOSPITAL CENTER","OP-26","3827","764","372","1692","3635","911","133","01/01/2013","12/31/2013"
"330203","CROUSE HOSPITAL","OP-26","57","2117","207","1266","780","159","116","01/01/2013","12/31/2013"
"330204","BELLEVUE HOSPITAL CENTER","OP-26","1408","202","524","1476","5089","931","102","01/01/2013","12/31/2013"
"330205","ST ANTHONY COMMUNITY HOSPITAL","OP-26","1977","229","250","203","14","311","19","01/01/2013","12/31/2013"
"330208","ST JOHN'S RIVERSIDE HOSPITAL","OP-26","4","2","7","5","2","22","28","01/01/2013","12/31/2013"
"330211","CLAXTON-HEPBURN MEDICAL CENTER","OP-26","2345","501","1084","480","21","88","90","01/01/2013","12/31/2013"
"330214","NEW YORK UNIVERSITY LANGONE MEDICAL CENTER","OP-26","7291","291","6175","9348","3957","1653","3139","01/01/2013","12/31/2013"
"330215","ROME MEMORIAL HOSPITAL, INC","OP-26","3348","4","133","1398","1842","369","6682","01/01/2013","12/31/2013"
"330218","OSWEGO HOSPITAL","OP-26","2197","352","31","197","150","156","58","01/01/2013","12/31/2013"
"330219","ERIE COUNTY MEDICAL CENTER","OP-26","1296","117","722","252","124","437","153","01/01/2013","12/31/2013"
"330221","WYCKOFF HEIGHTS MEDICAL CENTER","OP-26","2367","302","886","408","127","367","113","01/01/2013","12/31/2013"
"330222","SARATOGA HOSPITAL","OP-26","2508","999","1915","874","281","333","311","01/01/2013","12/31/2013"
"330223","MASSENA MEMORIAL HOSPITAL","OP-26","1783","0","0","701","165","383","0","01/01/2013","12/31/2013"
"330224","HEALTHALLIANCE HOSPITAL MARY'S AVENUE CAMPUS","OP-26","142","0","187","480","77","1","399","01/01/2013","12/31/2013"
"330226","UNITY HOSPITAL","OP-26","6844","592","842","1432","8852","501","1429","01/01/2013","12/31/2013"
"330229","BROOKS MEMORIAL HOSPITAL","OP-26","1333","419","158","213","50","115","51","01/01/2013","12/31/2013"
"330231","QUEENS HOSPITAL CENTER","OP-26","917","802","0","46","20","370","71","01/01/2013","12/31/2013"
"330232","ST MARY'S HOSPITAL ( TROY )","OP-26","811","30","11","22","5","83","1","01/01/2013","12/31/2013"
"330233","BROOKDALE HOSPITAL MEDICAL CENTER","OP-26","1940","132","471","98","115","240","882","01/01/2013","12/31/2013"
"330234","WESTCHESTER MEDICAL CENTER","OP-26","2659","201","201","388","61","414","581","01/01/2013","12/31/2013"
"330235","AUBURN COMMUNITY HOSPITAL","OP-26","1983","465","141","301","16","163","28","01/01/2013","12/31/2013"
"330236","NEW YORK METHODIST HOSPITAL","OP-26","3529","0","736","1318","1515","1389","663","01/01/2013","12/31/2013"
"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","OP-26","986","600","380","253","33","166","38","01/01/2013","12/31/2013"
"330239","WOMAN'S CHRISTIAN ASSOCIATION","OP-26","3199","0","454","3627","1700","806","365","01/01/2013","12/31/2013"
"330240","HARLEM HOSPITAL CENTER","OP-26","2427","167","27","102","289","366","16","01/01/2013","12/31/2013"
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","OP-26","601","108","355","655","2036","1121","910","01/01/2013","12/31/2013"
"330245","ST ELIZABETH MEDICAL CENTER","OP-26","2043","153","152","186","42","197","157","01/01/2013","12/31/2013"
"330246","CHSLI ST CHARLES HOSPITAL","OP-26","0","0","0","0","0","0","0","01/01/2013","12/31/2013"
"330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","OP-26","4234","4","230","439","219","614","838","01/01/2013","12/31/2013"
"330259","MERCY MEDICAL CENTER","OP-26","2060","2","432","266","21","322","184","01/01/2013","12/31/2013"
"330261","PHELPS MEMORIAL HOSPITAL CENTER","OP-26","3034","542","567","2014","9169","224","159","01/01/2013","12/31/2013"
"330264","ST LUKE'S CORNWALL HOSPITAL","OP-26","1532","316","2765","558","100","361","445","01/01/2013","12/31/2013"
"330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","OP-26","2343","40","0","1347","2145","77","168","01/01/2013","12/31/2013"
"330267","HUDSON VALLEY HOSPITAL CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"330268","COBLESKILL REGIONAL HOSPITAL","OP-26","95","63","0","125","193","132","0","01/01/2013","12/31/2013"
"330270","HOSPITAL FOR SPECIAL SURGERY","OP-26","1","0","4594","10785","40","0","37","01/01/2013","12/31/2013"
"330273","PUTNAM HOSPITAL CENTER","OP-26","569","1062","2468","2823","429","461","388","01/01/2013","12/31/2013"
"330276","NATHAN LITTAUER HOSPITAL","OP-26","1107","395","288","593","897","380","23","01/01/2013","12/31/2013"
"330277","CORNING HOSPITAL","OP-26","889","0","32","1454","3218","1211","2698","01/01/2013","12/31/2013"
"330279","MERCY HOSPITAL","OP-26","2219","0","385","75","117","1023","1044","01/01/2013","12/31/2013"
"330285","STRONG MEMORIAL HOSPITAL","OP-26","9837","3920","3725","5848","4568","2960","4611","01/01/2013","12/31/2013"
"330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","OP-26","2452","442","2776","558","806","1351","1078","01/01/2013","12/31/2013"
"330304","WHITE PLAINS HOSPITAL CENTER","OP-26","3448","11","135","833","12","502","300","01/01/2013","12/31/2013"
"330306","LUTHERAN MEDICAL CENTER","OP-26","17","0","95","240","1503","0","47","01/01/2013","12/31/2013"
"330307","CAYUGA MEDICAL CENTER AT ITHACA","OP-26","3128","1298","1130","1240","4059","525","439","01/01/2013","12/31/2013"
"330331","NS/LIJ HS PLAINVIEW HOSPITAL","OP-26","2419","0","0","462","7","503","63","01/01/2013","12/31/2013"
"330332","CHSLI ST JOSEPH HOSPITAL","OP-26","745","0","277","1295","2427","429","64","01/01/2013","12/31/2013"
"330340","SOUTHAMPTON HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2013","12/31/2013"
"330350","SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN","OP-26","4778","1279","323","1039","1014","1359","629","01/01/2013","12/31/2013"
"330353","NS/LIJ HS-NORTH SHORE UNIV HOSP AT FOREST HILLS","OP-26","451","0","0","1058","10","241","136","01/01/2013","12/31/2013"
"330372","FRANKLIN HOSPITAL","OP-26","0","0","0","0","0","0","0","01/01/2013","12/31/2013"
"330385","NORTH CENTRAL BRONX HOSPITAL","OP-26","509","130","165","358","817","81","12","01/01/2013","12/31/2013"
"330386","CATSKILL REGIONAL MEDICAL CENTER","OP-26","1594","0","152","488","1294","202","36","01/01/2013","12/31/2013"
"330393","SUNY/STONY BROOK UNIVERSITY HOSPITAL","OP-26","2615","379","344","1084","958","1020","205","01/01/2013","12/31/2013"
