time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-10T15:11:21.610Z,-14.9664,-178.8068,386.96,4.5,mb,,56,4.089,0.56,us,us10001l7s,2015-05-28T00:48:41.040Z,"100km SW of Sigave, Wallis and Futuna",earthquake
2015-03-10T14:39:47.950Z,-30.4788,-177.9011,16.08,4.5,mb,,137,1.229,0.95,us,us10001m3v,2015-05-28T00:48:41.040Z,"134km S of Raoul Island, New Zealand",earthquake
2015-03-10T13:53:34.990Z,-18.5492,-70.631,56.06,4,mb,,161,0.326,1.04,us,us10001m3u,2015-05-28T00:48:41.040Z,"35km WSW of Arica, Chile",earthquake
2015-03-10T12:20:32.150Z,51.77,-176.114,49.6,4,mb,,,,0.95,us,us10001m3w,2015-05-28T00:48:40.040Z,"39km ESE of Adak, Alaska",earthquake
2015-03-10T12:10:29.710Z,-15.0789,-173.0622,10,4.3,mb,,151,1.703,0.62,us,us10001m4p,2015-05-28T00:48:40.040Z,"121km NE of Hihifo, Tonga",earthquake
2015-03-10T11:18:51.600Z,-32.2897,-179.762,346.7,4.3,mb,,78,3.42,1.06,us,us10001m3s,2015-05-28T00:48:40.040Z,"125km SW of L'Esperance Rock, New Zealand",earthquake
2015-03-10T11:17:28.730Z,13.0856,145.5705,10,5,mb,,102,0.847,0.76,us,us10001l73,2015-05-28T00:48:40.040Z,"88km SE of Yigo Mayor's Office, Guam",earthquake
2015-03-10T10:58:52.220Z,13.0108,145.5399,10,4.8,mb,,89,0.87,1.26,us,us10001m3y,2015-05-28T00:48:40.040Z,"90km ESE of Inarajan Village, Guam",earthquake
2015-03-10T10:28:33.590Z,13.0638,145.5778,10,4.9,mb,,64,0.865,0.64,us,us10001l6x,2015-05-28T00:48:40.040Z,"90km SE of Yigo Mayor's Office, Guam",earthquake
2015-03-10T10:22:49.760Z,13.0605,145.6063,10,4.6,mb,,74,0.89,0.88,us,us10001m3r,2015-05-28T00:48:40.040Z,"93km SE of Yigo Village, Guam",earthquake
2015-03-10T10:06:36.900Z,19.3701,-66.1173,28,3.2,Md,12,284.4,0.97018051,0.28,pr,pr15069006,2015-05-28T00:48:40.040Z,"100km N of San Juan, Puerto Rico",earthquake
2015-03-10T08:37:31.810Z,-8.4322,118.4987,58.89,4.1,mb,,73,3.616,0.35,us,us10001m3q,2015-05-28T00:48:40.040Z,"6km NW of Palama, Indonesia",earthquake
2015-03-10T07:06:34.830Z,40.3293333,-124.6571667,13.92,3.79,mw,53,233,0.2845,0.13,nc,nc72408590,2015-05-28T00:48:40.040Z,"43km SW of Ferndale, California",earthquake
2015-03-10T06:58:12.300Z,19.7082,-66.0934,56,3.2,Md,3,302.4,1.59001805,0.05,pr,pr15069004,2015-05-28T00:48:40.040Z,"137km N of San Juan, Puerto Rico",earthquake
2015-03-10T06:13:47.200Z,19.4538,-66.3547,95,3.1,Md,5,327.6,1.16601324,0.1,pr,pr15069003,2015-05-28T00:48:40.040Z,"109km N of Brenas, Puerto Rico",earthquake
2015-03-10T05:53:53.590Z,37.6135,141.4243,60.89,4.1,mb,,153,0.564,0.86,us,us10001m3n,2015-05-28T00:48:40.040Z,"40km ENE of Namie, Japan",earthquake
2015-03-10T04:21:04.500Z,36.7514,-97.5342,6.58,3.3,mwr,,69,,0.45,us,us10001l5w,2015-05-28T00:48:40.040Z,"18km ESE of Medford, Oklahoma",earthquake
2015-03-10T04:03:02.510Z,56.2401,-170.577,16.82,3.4,ml,,220,0.956,0.98,us,us10001mv0,2015-05-28T00:48:40.040Z,"105km SSW of City of Saint Paul, Alaska",earthquake
2015-03-10T02:38:01.900Z,-23.8125,179.8639,528.88,4.3,mb,,113,6.27,0.23,us,us10001l5a,2015-05-28T00:48:40.040Z,"South of the Fiji Islands",earthquake
2015-03-10T01:07:56.000Z,1.6767,-30.8385,14.92,4.7,mb,,136,9.006,0.5,us,us10001m3h,2015-05-28T00:48:40.040Z,"Central Mid-Atlantic Ridge",earthquake
2015-03-10T01:04:47.700Z,19.3253,-65.1212,49,3,Md,3,334.8,1.02318111,0.23,pr,pr15069000,2015-05-28T00:48:40.040Z,"110km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-03-10T01:00:54.670Z,50.696,-173.3078,24.27,4.2,mb,,139,1.607,0.75,us,us10001l4v,2015-05-28T00:48:40.040Z,"178km SSE of Atka, Alaska",earthquake
2015-03-10T00:59:11.710Z,-6.1453,107.8862,284.75,4,mb,,86,1.402,0.66,us,us10001m3g,2015-05-28T00:48:40.040Z,"17km NNE of Pamanukan, Indonesia",earthquake
2015-03-10T00:49:14.840Z,-8.5132,109.1278,118.71,4.2,mb,,79,1.504,0.82,us,us10001m3e,2015-05-28T00:48:40.040Z,"89km S of Karangbadar Kidul, Indonesia",earthquake
2015-03-10T00:40:09.320Z,38.8161667,-122.81,3.9,3.43,mw,84,21,0.007218,0.05,nc,nc72408335,2015-05-28T00:48:40.040Z,"6km NW of The Geysers, California",earthquake
2015-03-10T00:24:08.590Z,-56.5123,-143.0502,10,4.6,mb,,146,27.305,1.03,us,us10001m3f,2015-05-28T00:48:40.040Z,"Pacific-Antarctic Ridge",earthquake
2015-03-09T23:49:11.870Z,-24.2791,-67.2114,184.04,4.7,mb,,84,2.277,1.09,us,us10001l4m,2015-05-28T00:48:40.040Z,"90km W of San Antonio de los Cobres, Argentina",earthquake
2015-03-09T23:36:34.680Z,13.395,-89.6422,68.88,4.3,mb,,168,0.493,1.27,us,us10001n2v,2015-05-28T00:48:40.040Z,"29km SE of Acajutla, El Salvador",earthquake
2015-03-09T23:09:20.720Z,-10.6099,165.9698,119.32,4.5,mb,,104,4.955,1.11,us,us10001n2r,2015-05-28T00:48:40.040Z,"19km NE of Lata, Solomon Islands",earthquake
2015-03-09T22:28:21.000Z,35.541,-97.2425,6.048,3,ml,,132,,0.63,us,us10001l46,2015-05-28T00:48:40.040Z,"4km SE of Jones, Oklahoma",earthquake
2015-03-09T21:09:13.400Z,19.7539,-66.2928,128,3.4,Md,4,316.8,1.46515223,0.2,pr,pr15068002,2015-05-28T00:48:40.040Z,"142km N of Brenas, Puerto Rico",earthquake
2015-03-09T20:48:54.660Z,-5.2807,153.682,68.7,4.1,mb,,228,1.86,0.2,us,us10001n2m,2015-05-28T00:48:40.040Z,"115km SE of Taron, Papua New Guinea",earthquake
2015-03-09T20:40:36.150Z,52.4111,-32.0684,10,4.3,mb,,152,13.551,0.71,us,us10001n2n,2015-05-28T00:48:40.040Z,"Reykjanes Ridge",earthquake
2015-03-09T20:02:44.100Z,43.7839,-105.275,0,3.2,ml,,39,0.956,0.66,us,us10001l1t,2015-05-28T00:48:40.040Z,"Wyoming",mining explosion
2015-03-09T20:01:15.890Z,46.7267,154.5645,35.94,4,mb,,282,6.7,0.73,us,us10001n2l,2015-05-28T00:48:40.040Z,"East of the Kuril Islands",earthquake
2015-03-09T19:39:41.300Z,47.1574,154.0639,41.96,4.7,mb,,104,6.398,0.84,us,us10001l1h,2015-05-28T00:48:40.040Z,"Kuril Islands",earthquake
2015-03-09T16:27:36.580Z,-5.5983,147.288,223.86,4.4,mb,,147,3.783,1.09,us,us10001n2k,2015-05-28T00:48:40.040Z,"128km NNE of Lae, Papua New Guinea",earthquake
2015-03-09T16:27:06.460Z,53.8724,-163.3221,19.93,3.4,ml,,159,0.929,0.69,us,us10001mya,2015-05-28T00:48:40.040Z,"109km S of False Pass, Alaska",earthquake
2015-03-09T15:58:07.730Z,-8.6147,118.3023,137.16,4.2,mb,,77,3.855,0.95,us,us10001n2j,2015-05-28T00:48:40.040Z,"6km S of Npongge, Indonesia",earthquake
2015-03-09T15:29:26.600Z,18.562,-65.7014,87,3.1,Md,16,187.2,0.3233935,0.25,pr,pr15068001,2015-05-28T00:48:39.040Z,"20km NE of Vieques, Puerto Rico",earthquake
2015-03-09T14:54:18.560Z,-55.4012,-27.0183,22.5,4.6,mb,,112,5.586,0.5,us,us10001n2u,2015-05-28T00:48:39.040Z,"145km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-03-09T14:52:02.320Z,11.0956,-86.9189,44.87,4.7,mb,,172,1.146,0.89,us,usc000twrh,2015-05-28T00:48:39.040Z,"88km SSW of Masachapa, Nicaragua",earthquake
2015-03-09T13:21:09.790Z,52.4586,-179.6269,236.96,4.1,mb,,60,0.698,0.78,us,us10001mxv,2015-05-28T00:48:39.040Z,"77km NE of Semisopochnoi Island, Alaska",earthquake
2015-03-09T13:11:39.280Z,-30.5565,-178.7525,185.41,4.2,mb,,239,1.489,0.34,us,us10001n2h,2015-05-28T00:48:39.040Z,"98km N of L'Esperance Rock, New Zealand",earthquake
2015-03-09T11:02:55.160Z,0.7321,-27.3716,10,4.6,mb,,62,10.723,0.87,us,us10001n2d,2015-05-28T00:48:39.040Z,"Central Mid-Atlantic Ridge",earthquake
2015-03-09T10:48:57.000Z,35.8206,-97.4384,4.897,3.1,mwr,,,,0,us,usc000twql,2015-05-28T00:48:39.040Z,"6km S of Guthrie, Oklahoma",earthquake
2015-03-09T10:47:18.690Z,55.9382,163.6609,78.52,4.5,mb,,91,4.131,1.45,us,usc000twqr,2015-05-28T00:48:39.040Z,"80km ESE of Ust'-Kamchatsk Staryy, Russia",earthquake
2015-03-09T10:36:32.290Z,-57.3345,-25.9385,61.55,4.4,mb,,127,6.685,0.91,us,us10001n2c,2015-05-28T00:48:39.040Z,"104km SE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-03-09T09:59:43.550Z,25.32,103.1386,10,4.6,mb,,80,0.41,0.89,us,usc000twqa,2015-05-28T00:48:39.040Z,"10km E of Songyang, China",earthquake
2015-03-09T08:36:08.760Z,-5.3084,152.0602,62.59,4.1,mb,,113,1.114,0.57,us,us10001n2b,2015-05-28T00:48:39.040Z,"108km SSW of Kokopo, Papua New Guinea",earthquake
2015-03-09T07:53:36.990Z,-34.3472,-73.4747,15.43,4.8,mww,,52,2.228,0.67,us,usc000twq0,2015-05-28T00:48:39.040Z,"146km NW of Constitucion, Chile",earthquake
2015-03-09T06:57:51.200Z,-17.4497,-178.9267,534.67,4.1,mb,,116,2.895,0.33,us,us10001n2a,2015-05-28T00:48:39.040Z,"213km ESE of Lambasa, Fiji",earthquake
2015-03-09T06:45:20.420Z,-7.3075,128.7275,128.87,5.2,mb,,19,2.635,0.93,us,usc000twpw,2015-05-28T00:48:39.040Z,"294km WNW of Saumlaki, Indonesia",earthquake
2015-03-09T06:27:31.010Z,13.145,50.1189,10,4,mb,,159,3.824,0.69,us,us10001n29,2015-05-28T00:48:39.040Z,"174km NW of Bereeda, Somalia",earthquake
2015-03-09T06:17:14.100Z,-24.9226,179.7677,499.38,4.2,mb,,168,4.769,0.71,us,us10001n27,2015-05-28T00:48:39.040Z,"South of the Fiji Islands",earthquake
2015-03-09T05:59:44.820Z,-22.018,-179.5209,596.7,4.7,mb,,48,4.825,0.74,us,usc000twpn,2015-05-28T00:48:39.040Z,"173km SSW of Ndoi Island, Fiji",earthquake
2015-03-09T05:48:56.500Z,19.7346,-66.0385,44,3.4,Md,9,313.2,1.41754152,0.31,pr,pr15068000,2015-05-28T00:48:39.040Z,"140km N of San Juan, Puerto Rico",earthquake
2015-03-09T05:03:08.710Z,3.6091,124.3687,10,4.1,mb,,190,4.887,0.19,us,us10001n26,2015-05-28T00:48:39.040Z,"232km SSW of Sarangani, Philippines",earthquake
2015-03-09T04:55:29.070Z,-55.7797,-26.9388,38.01,4.6,mb,,71,5.693,0.72,us,us10001n24,2015-05-28T00:48:39.040Z,"103km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-03-09T04:34:27.230Z,55.5126,-162.325,160.66,3.5,ml,,162,0.203,0.66,us,us10001mxz,2015-05-28T00:48:39.040Z,"44km NE of Cold Bay, Alaska",earthquake
2015-03-09T04:01:23.000Z,35.8144,-97.4511,5,3.2,ml,,69,,0.8,us,usc000twpe,2015-05-28T00:48:39.040Z,"7km SSW of Guthrie, Oklahoma",earthquake
2015-03-09T03:24:40.400Z,35.815,-97.4481,4.525,3.7,mwr,,69,,1.52,us,usc000twp6,2015-05-28T00:48:39.040Z,"7km SSW of Guthrie, Oklahoma",earthquake
2015-03-09T03:22:20.580Z,-19.7273,-69.5511,98.08,4.7,mb,,63,0.554,1.39,us,usc000twp5,2015-05-28T00:48:39.040Z,"82km NE of Iquique, Chile",earthquake
2015-03-09T02:58:47.930Z,38.9053,142.0541,54.29,4.5,mb,,153,1.434,0.73,us,usc000twp3,2015-05-28T00:48:39.040Z,"34km ESE of Ofunato, Japan",earthquake
2015-03-09T02:48:45.580Z,6.5308,-82.6541,11,5.8,mww,,61,2.318,1.23,us,usc000twp2,2015-05-28T00:48:39.040Z,"167km S of Punta de Burica, Panama",earthquake
2015-03-09T02:23:03.850Z,-12.7641,-73.8148,66.05,4.5,mb,,121,3.056,0.91,us,usc000twr3,2015-05-28T00:48:39.040Z,"16km SE of Ayna, Peru",earthquake
2015-03-09T01:52:27.570Z,35.117,141.578,30.23,4.6,mb,,114,1.584,1.28,us,usc000twp0,2015-05-28T00:48:39.040Z,"96km SE of Hasaki, Japan",earthquake
2015-03-09T00:24:30.620Z,-23.05,-174.9303,45,4.5,mb,,150,6.12,0.9,us,us10001n21,2015-05-28T00:48:39.040Z,"190km S of `Ohonua, Tonga",earthquake
2015-03-09T00:07:31.670Z,8.165,126.516,118.92,4.3,mb,,139,1.43,0.28,us,us10001n20,2015-05-28T00:48:39.040Z,"9km E of Barcelona, Philippines",earthquake
2015-03-08T23:53:24.110Z,-20.2544,167.8995,10,4.3,mb,,85,2.261,0.61,us,us10001lld,2015-05-28T00:48:39.040Z,"98km NE of We, New Caledonia",earthquake
2015-03-08T23:45:08.400Z,19.7035,-66.0599,45,3.4,Md,9,309.6,1.29806559,0.17,pr,pr15067011,2015-05-28T00:48:39.040Z,"137km N of San Juan, Puerto Rico",earthquake
2015-03-08T22:50:15.130Z,19.0568,145.3066,35,4.5,mb,,70,32.873,0.56,us,us10001llc,2015-05-28T00:48:39.040Z,"49km NW of Agrihan, Northern Mariana Islands",earthquake
2015-03-08T22:14:48.500Z,36.2692,-97.2888,5.586,3.3,ml,,58,,0.22,us,usc000twmi,2015-05-28T00:48:39.040Z,"2km S of Perry, Oklahoma",earthquake
2015-03-08T22:08:14.000Z,64.0663,-165.2734,25.4,3.7,ml,,,,0.87,ak,ak11524603,2015-05-28T00:48:39.040Z,"52km S of Nome, Alaska",earthquake
2015-03-08T21:44:00.330Z,-14.7558,-172.1854,198.31,4,mb,,128,0.929,0.34,us,us10001ll7,2015-05-28T00:48:39.040Z,"93km SSW of Lotofaga, Samoa",earthquake
2015-03-08T20:47:27.370Z,44.1261,19.9357,9.02,4.4,mwr,,29,0.049,0.79,us,usc000twlg,2015-05-28T00:48:39.040Z,"16km S of Valjevo, Serbia",earthquake
2015-03-08T20:42:15.680Z,49.0507,-128.8594,27.56,4.9,mwr,,152,3.173,1.1,us,usc000twl9,2015-05-28T00:48:38.040Z,"210km SSW of Port Hardy, Canada",earthquake
2015-03-08T20:23:48.000Z,64.06,-165.2649,19.3,4.3,ml,,,,0.91,ak,ak11524539,2015-05-28T00:48:38.040Z,"49km S of Nome, Alaska",earthquake
2015-03-08T19:43:05.000Z,63.4751,-148.9217,8.5,4,ml,,,,0.84,ak,ak11524485,2015-05-28T00:48:38.040Z,"9km N of Cantwell, Alaska",earthquake
2015-03-08T18:43:32.000Z,30.03,56.53,12,3.9,mb,,,,1.37,us,us10001lkz,2015-05-28T00:48:38.040Z,"12km NNW of Bardsir, Iran",earthquake
2015-03-08T18:42:06.340Z,35.3013,141.4792,28.62,4.1,mb,,143,1.399,0.88,us,us10001llj,2015-05-28T00:48:38.040Z,"75km SE of Hasaki, Japan",earthquake
2015-03-08T18:12:19.730Z,13.6076,144.6693,138.75,4,mb,,88,0.194,0.6,us,us10001lkv,2015-05-28T00:48:38.040Z,"15km NNW of Asan-Maina Village, Guam",earthquake
2015-03-08T17:38:01.880Z,-16.0681,179.9884,73.25,4.7,mb,,157,2.492,1.16,us,usc000twka,2015-05-28T00:48:38.040Z,"75km ENE of Lambasa, Fiji",earthquake
2015-03-08T17:02:01.300Z,36.6146,-97.6436,5.559,3,ml,,63,,0.35,us,usc000twk1,2015-05-28T00:48:38.040Z,"22km SSE of Medford, Oklahoma",earthquake
2015-03-08T16:48:08.400Z,35.6348,-97.274,5.823,3.3,mwr,,57,,0.55,us,usc000twjy,2015-05-28T00:48:38.040Z,"7km N of Jones, Oklahoma",earthquake
2015-03-08T16:40:36.520Z,35.3618,27.4232,27.45,4.1,mb,,103,0.282,0.74,us,usc000twjx,2015-05-28T00:48:38.040Z,"24km SE of Karpathos, Greece",earthquake
2015-03-08T16:25:49.000Z,19.6439,-65.9962,37,3,Md,10,306,1.26482792,0.21,pr,pr15067009,2015-05-28T00:48:38.040Z,"130km N of San Juan, Puerto Rico",earthquake
2015-03-08T15:52:23.490Z,-19.9946,-177.8541,565.06,5.1,mb,,16,4.475,0.85,us,usc000twju,2015-05-28T00:48:38.040Z,"114km NE of Ndoi Island, Fiji",earthquake
2015-03-08T15:43:47.220Z,13.4596,92.7483,40.08,4.6,mb,,123,1.792,0.82,us,us10001ll4,2015-05-28T00:48:38.040Z,"194km N of Bamboo Flat, India",earthquake
2015-03-08T15:36:52.340Z,12.6242,-88.0091,35,3.8,mb,,165,0.939,1.07,us,us200026rh,2015-05-28T00:48:38.040Z,"62km WSW of Jiquilillo, Nicaragua",earthquake
2015-03-08T15:26:29.280Z,0.4347,122.6362,110.19,4.9,mb,,43,1.472,0.85,us,usc000twjr,2015-05-28T00:48:38.040Z,"22km SSE of Molobulahe, Indonesia",earthquake
2015-03-08T15:24:09.990Z,-6.4188,154.8566,85.31,4.8,mb,,67,3.476,0.7,us,usc000twpg,2015-05-28T00:48:38.040Z,"70km W of Panguna, Papua New Guinea",earthquake
2015-03-08T15:20:41.000Z,18.7355,-68.266,173,3.4,Md,3,345.6,1.12738568,0.25,pr,pr15067008,2015-05-28T00:48:38.040Z,"22km NE of Punta Cana, Dominican Republic",earthquake
2015-03-08T13:51:33.800Z,36.6304,-97.6542,5.401,3,ml,,61,,0.32,us,usc000twjm,2015-05-28T00:48:38.040Z,"20km SSE of Medford, Oklahoma",earthquake
2015-03-08T13:29:19.380Z,30.9068,141.381,11.29,4.3,mb,,136,2.573,0.8,us,us10001lkr,2015-05-28T00:48:38.040Z,"283km SSE of Hachijo-jima, Japan",earthquake
2015-03-08T13:12:18.000Z,61.42,-146.712,30.2,3.6,ml,,,,0.59,ak,ak11524305,2015-05-28T00:48:38.040Z,"37km NNW of Valdez, Alaska",earthquake
2015-03-08T13:11:57.770Z,2.0012,127.0084,50.09,4.6,mb,,102,1.272,0.8,us,usc000twjg,2015-05-28T00:48:38.040Z,"115km WNW of Tobelo, Indonesia",earthquake
2015-03-08T13:03:41.120Z,-5.7162,154.3238,156.01,4.3,mb,,143,2.631,0.61,us,us10001lkq,2015-05-28T00:48:38.040Z,"144km WNW of Panguna, Papua New Guinea",earthquake
2015-03-08T11:03:07.200Z,19.653,-66.0108,77,3.7,Md,15,288,1.26752287,0.52,pr,pr15067006,2015-05-28T00:48:38.040Z,"131km N of San Juan, Puerto Rico",earthquake
2015-03-08T10:35:25.990Z,39.8947,143.3597,22.25,4.6,mb,,135,2.123,0.64,us,usc000twit,2015-05-28T00:48:38.040Z,"123km ENE of Miyako, Japan",earthquake
2015-03-08T08:27:47.000Z,50.5234,-173.3824,20,3,ml,,,,0.57,us,us10001m9c,2015-05-28T00:48:38.040Z,"194km SSE of Atka, Alaska",earthquake
2015-03-08T07:56:45.750Z,-28.2821,-119.4329,10,4.8,mb,,61,43.796,0.64,us,usc000twih,2015-05-28T00:48:38.040Z,"Southern East Pacific Rise",earthquake
2015-03-08T07:52:02.210Z,-4.0954,-83.1473,10,4.5,mb,,87,5.611,0.58,us,usc000twig,2015-05-28T00:48:38.040Z,"214km WNW of Talara, Peru",earthquake
2015-03-08T06:33:09.000Z,50.5298,-173.3646,20,3.3,ml,,,,0.41,us,us10001maa,2015-05-28T00:48:38.040Z,"194km SSE of Atka, Alaska",earthquake
2015-03-08T06:30:01.270Z,11.86,143.7097,36.54,4.8,mb,,93,2.057,0.62,us,usc000twic,2015-05-28T00:48:38.040Z,"187km SW of Merizo Village, Guam",earthquake
2015-03-08T06:02:23.460Z,37.8906,-15.3369,10,4.4,mb,,154,4.871,1.49,us,usc000twie,2015-05-28T00:48:38.040Z,"Azores-Cape St. Vincent Ridge",earthquake
2015-03-08T05:48:07.200Z,19.59,-66.2642,139,3.5,Md,7,298.8,1.32052347,0.2,pr,pr15067005,2015-05-28T00:48:38.040Z,"124km N of Brenas, Puerto Rico",earthquake
2015-03-08T05:45:15.900Z,22.5853,95.8284,10,4.4,mb,,77,3.816,0.62,us,usc000twi8,2015-05-28T00:48:38.040Z,"13km E of Shwebo, Burma",earthquake
2015-03-08T04:41:49.000Z,50.7236,-173.3188,20,3.5,ml,,,,0.57,us,us10001lkf,2015-05-28T00:48:38.040Z,"174km SSE of Atka, Alaska",earthquake
2015-03-08T04:16:04.720Z,-16.819,-70.8661,11.62,4.2,mb,,134,1.622,0.81,us,us10001lkd,2015-05-28T00:48:38.040Z,"28km N of Torata, Peru",earthquake
2015-03-08T03:58:13.200Z,19.8866,-66.0292,60,3.6,Md,12,302.4,1.47862696,0.27,pr,pr15067002,2015-05-28T00:48:38.040Z,"157km N of San Juan, Puerto Rico",earthquake
2015-03-08T03:42:41.100Z,34.92,24.95,5,3.9,mb,,,,1.04,us,usc000twht,2015-05-28T00:48:38.040Z,"16km SSE of Moirai, Greece",earthquake
2015-03-08T03:37:45.900Z,19.5583,-66.0252,59,3.6,Md,11,291.6,1.17499639,0.47,pr,pr15067001,2015-05-28T00:48:38.040Z,"121km N of San Juan, Puerto Rico",earthquake
2015-03-08T03:25:37.590Z,-7.2526,155.7026,35,4.1,mb,,202,4.652,0.32,us,us10001lkb,2015-05-28T00:48:37.040Z,"106km SSE of Panguna, Papua New Guinea",earthquake
2015-03-08T02:54:56.900Z,19.624,-66.0241,91,3.7,Md,14,288,1.23608183,0.5,pr,pr15067000,2015-05-28T00:48:37.040Z,"128km N of San Juan, Puerto Rico",earthquake
2015-03-08T02:27:41.810Z,11.6589,-43.7525,10,4.5,mb,,138,10.941,0.28,us,us10001lk7,2015-05-28T00:48:37.040Z,"Northern Mid-Atlantic Ridge",earthquake
2015-03-08T02:24:10.000Z,60.7233,-151.591,73.6,3.6,ml,,,,0.65,ak,ak11524120,2015-05-28T00:48:37.040Z,"16km WNW of Nikiski, Alaska",earthquake
2015-03-08T01:24:57.740Z,-3.4572,131.1113,37.17,4.6,mb,,72,1.255,1.02,us,usc000twh9,2015-05-28T00:48:37.040Z,"244km E of Amahai, Indonesia",earthquake
2015-03-08T00:02:16.600Z,27.1584,143.3993,10,4.3,mb,,193,1.084,0.84,us,us10001lk9,2015-05-28T00:48:37.040Z,"117km E of Chichi-shima, Japan",earthquake
2015-03-07T23:45:28.000Z,-24.296,-67.168,188,4.2,mb,,,,0.92,us,usc000twgv,2015-05-28T00:48:37.040Z,"86km W of San Antonio de los Cobres, Argentina",earthquake
2015-03-07T23:42:49.880Z,43.6114,-105.3246,0,3.4,ml,,48,1.301,0.66,us,usc000twgt,2015-05-28T00:48:37.040Z,"Wyoming",mining explosion
2015-03-07T23:24:53.550Z,15.0303,-61.194,127.54,4.4,mb,,60,0.297,0.79,us,usc000twgl,2015-05-28T00:48:37.040Z,"19km NNW of Basse-Pointe, Martinique",earthquake
2015-03-07T23:16:46.050Z,40.6894,142.164,51.74,4.4,mb,,134,1.134,0.8,us,usc000twgj,2015-05-28T00:48:37.040Z,"60km ENE of Hachinohe, Japan",earthquake
2015-03-07T23:03:57.530Z,43.8245,-105.2356,0,3.5,ml,,34,0.915,0.68,us,usc000twgh,2015-05-28T00:48:37.040Z,"Wyoming",mining explosion
2015-03-07T22:53:04.970Z,12.9931,124.0714,47.07,4.6,mb,,117,5.719,0.52,us,usc000twge,2015-05-28T00:48:37.040Z,"1km NW of Sugod, Philippines",earthquake
2015-03-07T22:46:50.500Z,36.6269,-97.6678,5.417,3.1,mwr,,48,,0.63,us,usc000twg8,2015-05-28T00:48:37.040Z,"20km SSE of Medford, Oklahoma",earthquake
2015-03-07T22:38:22.020Z,-4.6722,152.9662,61.65,4.2,mb,,141,0.932,0.77,us,us10001lbi,2015-05-28T00:48:37.040Z,"23km SSW of Taron, Papua New Guinea",earthquake
2015-03-07T22:35:58.700Z,19.5305,-65.999,80,3.2,Md,9,291.6,1.37711733,0.28,pr,pr15066010,2015-05-28T00:48:37.040Z,"118km N of San Juan, Puerto Rico",earthquake
2015-03-07T22:19:04.180Z,2.0264,126.9765,35,4.6,mb,,128,1.305,0.86,us,usc000twg1,2015-05-28T00:48:37.040Z,"119km WNW of Tobelo, Indonesia",earthquake
2015-03-07T22:18:57.500Z,-6.5331,151.7342,22,5.6,mww,,13,2.365,0.78,us,usc000twg0,2015-05-28T00:48:37.040Z,"207km ESE of Kimbe, Papua New Guinea",earthquake
2015-03-07T21:49:44.570Z,-5.8083,110.8868,551.79,4.5,mb,,24,1.31,0.58,us,usc000twfu,2015-05-28T00:48:37.040Z,"70km N of Krajan Tegalombo, Indonesia",earthquake
2015-03-07T21:49:40.000Z,50.5293,-173.3233,32.6,3.1,ml,,,,0.62,us,us10001lsl,2015-05-28T00:48:37.040Z,"195km SSE of Atka, Alaska",earthquake
2015-03-07T21:25:18.700Z,19.7205,-66.1946,68,3.2,Md,5,302.4,1.46515223,0.18,pr,pr15066008,2015-05-28T00:48:37.040Z,"139km N of San Juan, Puerto Rico",earthquake
2015-03-07T21:11:47.200Z,36.5974,-97.6328,5.878,3.7,mwr,,47,,0.8,us,usc000twf8,2015-05-28T00:48:37.040Z,"24km SSE of Medford, Oklahoma",earthquake
2015-03-07T21:02:13.300Z,19.554,-65.9988,105,3.1,Md,7,302.4,1.2809976,0.23,pr,pr15066009,2015-05-28T00:48:37.040Z,"120km N of San Juan, Puerto Rico",earthquake
2015-03-07T20:53:18.800Z,19.621,-66.0607,47,3.8,Md,17,266.4,1.21991216,0.46,pr,pr15066006,2015-05-28T00:48:37.040Z,"127km N of San Juan, Puerto Rico",earthquake
2015-03-07T20:51:43.650Z,-24.4543,179.2549,531.4,5.1,mb,,43,5.393,0.87,us,usc000twev,2015-05-28T00:48:37.040Z,"South of the Fiji Islands",earthquake
2015-03-07T20:50:37.700Z,-24.4824,179.2413,527.44,4.6,mb,,89,5.374,0.85,us,usc000twi1,2015-05-28T00:48:37.040Z,"South of the Fiji Islands",earthquake
2015-03-07T20:44:05.300Z,36.5987,-97.6196,5.692,3,ml,,65,,0.54,us,usc000twem,2015-05-28T00:48:37.040Z,"25km SSE of Medford, Oklahoma",earthquake
2015-03-07T19:49:53.000Z,52.4558,-173.8978,179.6,3.9,mb,,,,0.49,us,us10001lsj,2015-05-28T00:48:37.040Z,"35km NE of Atka, Alaska",earthquake
2015-03-07T19:44:52.290Z,48.35,154.8005,35,4.7,mb,,135,5.107,0.5,us,usc000twe5,2015-05-28T00:48:36.040Z,"276km SSW of Severo-Kuril'sk, Russia",earthquake
2015-03-07T18:42:22.000Z,-3.9497,154.2975,62.59,4.2,mb,,114,2.142,1.1,us,us10001lbb,2015-05-28T00:48:36.040Z,"151km ENE of Taron, Papua New Guinea",earthquake
2015-03-07T17:58:41.990Z,-20.5917,-177.3877,477.18,4.5,mb,,85,5.156,1.46,us,us10001lba,2015-05-28T00:48:36.040Z,"136km E of Ndoi Island, Fiji",earthquake
